dialogue,person_scene,series,episode,episode_name_only
" Leonard, Leonard? I cannot believe we were missing that jerk.",Penny,7.0,1.0,The Hofstadter Insufficiency
 You were.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 The hotel bar.,Scene,7.0,1.0,The Hofstadter Insufficiency
 So what happened? How’d it go?,Amy,7.0,1.0,The Hofstadter Insufficiency
 It’s fine. I thanked them again and let them know we’re not available.,Bernadette,7.0,1.0,The Hofstadter Insufficiency
 So I can drink this without having to give up the goodies?,Amy,7.0,1.0,The Hofstadter Insufficiency
" Yes, it’s all cool. Although, if you wanted to talk to one of them, no one would blame you.",Bernadette,7.0,1.0,The Hofstadter Insufficiency
 And why would no one blame me?,Amy,7.0,1.0,The Hofstadter Insufficiency
 I don’t know what I’m saying.,Bernadette,7.0,1.0,The Hofstadter Insufficiency
" Well, it sounds like you’re saying that I could do better than Sheldon.",Amy,7.0,1.0,The Hofstadter Insufficiency
" Boy, these drinks are strong. Hoo, mama, I’m gonna be huggin’ the toilet tonight.",Bernadette,7.0,1.0,The Hofstadter Insufficiency
" No, tell me, I want to know what you meant by that.",Amy,7.0,1.0,The Hofstadter Insufficiency
" I just meant that you’re not married and your boyfriend’s kind of, Sheldon.",Bernadette,7.0,1.0,The Hofstadter Insufficiency
 And your husband is extremely Howard. What’s your point?,Amy,7.0,1.0,The Hofstadter Insufficiency
 Sorry. I have no point. That was a stupid thing to say. Can we please just go back to having a nice time?,Bernadette,7.0,1.0,The Hofstadter Insufficiency
" We could, but unfortunately my brain is lesion-free and I remember that rotten thing you just said about my sweet baboo.",Amy,7.0,1.0,The Hofstadter Insufficiency
 Come on. I apologize. Can we please just let it go?,Bernadette,7.0,1.0,The Hofstadter Insufficiency
 Sure.,Amy,7.0,1.0,The Hofstadter Insufficiency
 Thanks.,Bernadette,7.0,1.0,The Hofstadter Insufficiency
 Your husband’s weird and his clothes are ridiculous.,Amy,7.0,1.0,The Hofstadter Insufficiency
 The apartment.,Scene,7.0,1.0,The Hofstadter Insufficiency
 I can’t believe it. All this time I’ve been doing nothing but sit around and miss that guy. And you know what the worst part is?,Penny,7.0,1.0,The Hofstadter Insufficiency
 That you’re having to process your emotional pain without vodka?,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 No. Yeah. But you know what the second-worst part is? He does not miss me at all.,Penny,7.0,1.0,The Hofstadter Insufficiency
 Allow me to comfort you. At least you’ve got your health.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Really? That, that’s it? That’s comforting?",Penny,7.0,1.0,The Hofstadter Insufficiency
" Um, uh, in a hundred years, you’ll both be dead and it won’t matter?",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" No. Come on, you’re supposed to say, of course he misses you, the only reason he’s partying is to cover up his pain.",Penny,7.0,1.0,The Hofstadter Insufficiency
" Oh, no, I don’t think that’s true at all.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 This is ridiculous. Why am I upset just because he’s off having a good time?,Penny,7.0,1.0,The Hofstadter Insufficiency
" Well, perhaps you’re obsessively picturing him engaged in drunken coitus with another woman. Is that it? Did I get it right?",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Okay, that, that’s great. You can stop trying to make me feel better now.",Penny,7.0,1.0,The Hofstadter Insufficiency
" Actually, I can’t. Before Leonard left, he made me promise that I’d take care of you.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 He did?,Penny,7.0,1.0,The Hofstadter Insufficiency
 Yes.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Oh, that’s really sweet.",Penny,7.0,1.0,The Hofstadter Insufficiency
" Plus, if I do a good job, he said he’d bring me back a sailor’s cap.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Well, now I miss him even more.",Penny,7.0,1.0,The Hofstadter Insufficiency
" Well, if it’s any consolation, I’m sure Leonard’s tormented every moment he’s away from your warm embrace and cherry lips.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Thanks.,Penny,7.0,1.0,The Hofstadter Insufficiency
" Oh, seriously?",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 The mixer.,Scene,7.0,1.0,The Hofstadter Insufficiency
" Uh, excuse me, Mrs. Davis?",Raj,7.0,1.0,The Hofstadter Insufficiency
 What?,Davis,7.0,1.0,The Hofstadter Insufficiency
" I’d like to apologize for being insensitive. And for possibly making penguins seem like jerks, because 99% of them are stand-up guys.",Raj,7.0,1.0,The Hofstadter Insufficiency
 Forget about it.,Davis,7.0,1.0,The Hofstadter Insufficiency
" You know, you, you and I, you and I have a lot in common.",Raj,7.0,1.0,The Hofstadter Insufficiency
 Is that right?,Davis,7.0,1.0,The Hofstadter Insufficiency
" Oh, yes, I, I too am in the throes of heartbreak. Okay, fine, I’ll tell you about it.",Raj,7.0,1.0,The Hofstadter Insufficiency
 The apartment.,Scene,7.0,1.0,The Hofstadter Insufficiency
 Here is a hot beverage to comfort you. It’s in a to-go cup. Make of that what you will.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Come on. It’s still early. Let’s do something.,Penny,7.0,1.0,The Hofstadter Insufficiency
" Well, I have been toying around with an idea for 4D chess.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 How about we just talk?,Penny,7.0,1.0,The Hofstadter Insufficiency
 All right. In 4D chess…,Sheldon,7.0,1.0,The Hofstadter Insufficiency
" No. Come on, let’s talk about our lives. Tell me something about you I don’t know.",Penny,7.0,1.0,The Hofstadter Insufficiency
 I own nine pairs of pants.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Okay, that, that’s a good start, but I was thinking maybe something a little more personal.",Penny,7.0,1.0,The Hofstadter Insufficiency
 I see. I own nine pairs of underpants.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 How about I go first?,Penny,7.0,1.0,The Hofstadter Insufficiency
" But I don’t want to know how many underpants you own. Although, based on the floor of your bedroom, I’d say it’s a thousand.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Okay, look, here’s something people do not know about me. When I first moved out to L.A., I did a topless scene in a low-budget horror movie about a killer gorilla. Ugh! After I did it, I felt so ashamed. Thankfully, that thing never came out.",Penny,7.0,1.0,The Hofstadter Insufficiency
 I’ve seen that. Yeah. Serial Apeist. Howard found it online the day we met you.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Oh, God.",Penny,7.0,1.0,The Hofstadter Insufficiency
" And it was literally the moment you walked out the door. But I see the type of personal revelations you’re going for. Okay, here’s one I thought I’d take to the grave.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Okay.,Penny,7.0,1.0,The Hofstadter Insufficiency
" Hmm. A while back, YouTube changed its user interface from a star-based rating system to a thumbs-up rating system. I tell people I’m okay with it, but I’m really not.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 That’s your big revelation?,Penny,7.0,1.0,The Hofstadter Insufficiency
" Yes. Whew, I feel ten pounds lighter.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Okay, you know what? I give up. I’m going to bed.",Penny,7.0,1.0,The Hofstadter Insufficiency
 Here’s something else you don’t know about me. You just hurt my feelings.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 What did I do?,Penny,7.0,1.0,The Hofstadter Insufficiency
" I opened up and shared something deeply upsetting to me, and you treated it as if it were nothing.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" I, I didn’t think it was a big deal.",Penny,7.0,1.0,The Hofstadter Insufficiency
 It is to me; that’s the point.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Sheldon, you are right. I’m really sorry. I should’ve known better.",Penny,7.0,1.0,The Hofstadter Insufficiency
 Your apology is accepted.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Thank you. How about a hug?,Penny,7.0,1.0,The Hofstadter Insufficiency
 How about a hearty handshake?,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Come on.,Penny,7.0,1.0,The Hofstadter Insufficiency
 Now I know how you felt getting mauled by that sex-crazed gorilla.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 The hotel room.,Scene,7.0,1.0,The Hofstadter Insufficiency
 Good night.,Bernadette,7.0,1.0,The Hofstadter Insufficiency
 Mm-hmm. It was rather flattering to have strangers send us drinks.,Amy,7.0,1.0,The Hofstadter Insufficiency
" Yeah, that felt nice.",Bernadette,7.0,1.0,The Hofstadter Insufficiency
 Maybe tomorrow morning we put on some hot pants and see if we can score us some free omelettes.,Amy,7.0,1.0,The Hofstadter Insufficiency
" So, hypothetically, if, if we were to have gone with them, which one would you have picked?",Bernadette,7.0,1.0,The Hofstadter Insufficiency
 I think I would have gone with the short one with the goofy haircut.,Amy,7.0,1.0,The Hofstadter Insufficiency
" Oh, good, ’cause I liked the tall thin one. He seemed intelligent, kind of a loner, maybe a little sexually inexperienced, like I’d have to teach him a thing or two.",Bernadette,7.0,1.0,The Hofstadter Insufficiency
" Not my guy. I caught him staring at my rack. It’d be nice to be with a man who wants to know what’s underneath my cardigan. FYI, it’s another cardigan.",Amy,7.0,1.0,The Hofstadter Insufficiency
 Your short sexed-up guy kind of sounds like Howard.,Bernadette,7.0,1.0,The Hofstadter Insufficiency
 Your brainy virgin kind of sounds like Sheldon.,Amy,7.0,1.0,The Hofstadter Insufficiency
 Good night.,Both,7.0,1.0,The Hofstadter Insufficiency
 The mixer.,Scene,7.0,1.0,The Hofstadter Insufficiency
" All right, Dr. Koothrappali, it’s been nice talking to you, but I need to go home and relieve my babysitter.",Davis,7.0,1.0,The Hofstadter Insufficiency
" Yeah, I can relate to being a single parent. I have a dog.",Raj,7.0,1.0,The Hofstadter Insufficiency
" Yeah, it’s exactly the same thing. Good night.",Davis,7.0,1.0,The Hofstadter Insufficiency
" Mrs. Davis, I, uh, I must confess, I came here tonight in a futile attempt to pick up some lonely postdoc, but instead I got to connect with you at a human level. That’s a much better evening. You’re a lovely person.",Raj,7.0,1.0,The Hofstadter Insufficiency
 Are you hitting on me?,Davis,7.0,1.0,The Hofstadter Insufficiency
" No, no, no, that would be crazy. I mean, if I were hitting on you, you’d know it ’cause you’d feel uncomfortable and a little sad for me.",Raj,7.0,1.0,The Hofstadter Insufficiency
" You’re sweet. Good night, Dr. Koothrappali.",Davis,7.0,1.0,The Hofstadter Insufficiency
 Good night.,Raj,7.0,1.0,The Hofstadter Insufficiency
 Looks like she accepted your apology.,Howard,7.0,1.0,The Hofstadter Insufficiency
 And then some. I think we had a moment.,Raj,7.0,1.0,The Hofstadter Insufficiency
" Oh, please, you did not have a moment.",Howard,7.0,1.0,The Hofstadter Insufficiency
 Who died and made you king of moments?,Raj,7.0,1.0,The Hofstadter Insufficiency
" Okay, fine. Let’s say there was a moment.",Howard,7.0,1.0,The Hofstadter Insufficiency
 There was.,Raj,7.0,1.0,The Hofstadter Insufficiency
" There wasn’t. But, but even if there was, what are you gonna do about it?",Howard,7.0,1.0,The Hofstadter Insufficiency
" I will slowly seduce her until she falls helpless into my bed, hungry for the pleasure only I can give her.",Raj,7.0,1.0,The Hofstadter Insufficiency
 So nothing.,Howard,7.0,1.0,The Hofstadter Insufficiency
" No, not a thing.",Raj,7.0,1.0,The Hofstadter Insufficiency
 A bathroom shower.,Scene,7.0,1.0,The Hofstadter Insufficiency
" Ah, I’m so glad the police finally caught that psychotic genetically engineered ape.",(acting),7.0,1.0,The Hofstadter Insufficiency
 That is my girlfriend. I swear to God.,ship),7.0,1.0,The Hofstadter Insufficiency
 Leonard! Leonard! Leonard! Leonard!,ship),7.0,1.0,The Hofstadter Insufficiency
 Aaaaaaah!,Penny,7.0,1.0,The Hofstadter Insufficiency
" By the way, how are you with zippers?",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Why?,Penny,7.0,1.0,The Hofstadter Insufficiency
" Well, I really need to go to the bathroom, and this one’s gone all cattywampus.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 The mixer party. ,Scene,7.0,1.0,The Hofstadter Insufficiency
" Wow, your work on jellyfish neural nets sounds so interesting. ",Raj,7.0,1.0,The Hofstadter Insufficiency
 It is. You can download my paper off the university server.,Girl,7.0,1.0,The Hofstadter Insufficiency
 I will. You can download my paper on the Van Allen Belts from the university server as well.,Raj,7.0,1.0,The Hofstadter Insufficiency
 I will.,Girl,7.0,1.0,The Hofstadter Insufficiency
 All right.,Raj,7.0,1.0,The Hofstadter Insufficiency
 How’d it go?,Howard,7.0,1.0,The Hofstadter Insufficiency
" Well, if you like dry, factual statements interspersed with painful moments of silence, it was bananas.",Raj,7.0,1.0,The Hofstadter Insufficiency
 Check it out. Mrs. Davis from Human Resources is here. She’s probably on the lookout for sexual harassment.,Howard,7.0,1.0,The Hofstadter Insufficiency
" Oh, great. There go my chances of being sexually harassed.",Raj,7.0,1.0,The Hofstadter Insufficiency
" I heard her husband left her for a hot, young undergrad.",Howard,7.0,1.0,The Hofstadter Insufficiency
" That’s so much better than the old, ugly ones.",Raj,7.0,1.0,The Hofstadter Insufficiency
" Mr. Wolowitz, Dr. Koothrappali. ",Davis,7.0,1.0,The Hofstadter Insufficiency
" I think you’d be pleased to hear that this morning in the parking garage I saw this oil stain on the ground that was shaped just like my ex-girlfriend, Lucy, and I didn’t get upset at all.",Raj,7.0,1.0,The Hofstadter Insufficiency
 I’m proud of you.,Howard,7.0,1.0,The Hofstadter Insufficiency
" Well, you should be, ’cause she was looking good.",Raj,7.0,1.0,The Hofstadter Insufficiency
" Dear Lord, you’re an astronomer. Although you may have earthly woes, get your mind back on the stars. Gee, even the lowly dung beetle chooses to plot its course by using the Milky Way.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Is that true?,Raj,7.0,1.0,The Hofstadter Insufficiency
" Everything I say is true. Now, of course, the dung beetle also enjoys eating faeces, living in faeces and making little balls out of faeces, so, you know, pick and choose which aspects of its lifestyle you want to embrace.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Come on, you can talk to girls now. It shouldn’t be hard for you to meet someone new.",Howard,7.0,1.0,The Hofstadter Insufficiency
" How can I meet someone new when everywhere I look, I see Lucy’s face? Tell me you don’t see her smile in the crust of this chicken pot pie.",Raj,7.0,1.0,The Hofstadter Insufficiency
" Oh, will you stop it. Now, listen to me, there’s a welcome party for incoming post-docs tonight. Go to it and meet someone who isn’t made of grease or pie.",Howard,7.0,1.0,The Hofstadter Insufficiency
 You think you’re so cool because your wife is a person?,Raj,7.0,1.0,The Hofstadter Insufficiency
" Look, Bernie’s at a neuroscience conference with Amy, I’ll go with you.",Howard,7.0,1.0,The Hofstadter Insufficiency
 You would do that for me?,Raj,7.0,1.0,The Hofstadter Insufficiency
 Of course. You’re my friend. I want you to be happy.,Howard,7.0,1.0,The Hofstadter Insufficiency
" Thanks. Oh, Sheldon, since Amy’s out of town, would you like to join us?",Raj,7.0,1.0,The Hofstadter Insufficiency
" I want you to be happy, too, but not enough to do anything about it.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 A hotel room.,Scene,7.0,1.0,The Hofstadter Insufficiency
 Aw.,Penny,7.0,1.0,The Hofstadter Insufficiency
 Back to the Future II was in the Back to the Future III case. Leonard did it.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Good night.,Penny,7.0,1.0,The Hofstadter Insufficiency
" No, wait. Perhaps I should sleep here so you don’t miss Leonard as much, uh, ’cause you’re being kind of a baby about it.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 You know what? That would make me feel better. Thank you.,Penny,7.0,1.0,The Hofstadter Insufficiency
 You’re welcome. Good night.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 The cafeteria. ,Scene,7.0,1.0,The Hofstadter Insufficiency
" Howie, stop. I can’t talk like that. Amy’s right here.",phone),7.0,1.0,The Hofstadter Insufficiency
" Sheldon, stop. For the last time, I will not bring home bed bugs. ",phone),7.0,1.0,The Hofstadter Insufficiency
" The hotel’s nice. There’s a pool, a gym, the bar looks like fun. ",Bernadette,7.0,1.0,The Hofstadter Insufficiency
" Because I looked in the bed, and there are no bugs.",Amy,7.0,1.0,The Hofstadter Insufficiency
" Aw, I love you, too. If I don’t talk to you before you go to sleep, I’ll meet you in dreamland.",Bernadette,7.0,1.0,The Hofstadter Insufficiency
" Good night. No, I will not consider sleeping in my garment bag.",Amy,7.0,1.0,The Hofstadter Insufficiency
 The apartment.,Scene,7.0,1.0,The Hofstadter Insufficiency
" Penny, did you ever wonder how Starfleet captains…",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 No.,Penny,7.0,1.0,The Hofstadter Insufficiency
" Sheldon, it’s not a great time, what do you want?",Leonard,7.0,1.0,The Hofstadter Insufficiency
" To be honest, I did.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Well, now that I’ve piqued your interest, welcome to the exciting world of 3D chess.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Why don’t you just admit you only want to play this game because you always play it with Leonard and you miss him?,Penny,7.0,1.0,The Hofstadter Insufficiency
 You overestimate his significance in my life.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Mmm.,Penny,7.0,1.0,The Hofstadter Insufficiency
 Do I miss how he makes a face on my toaster waffle with syrup? No. Do I miss the way he fixes the zipper on my jacket when it gets stuck? I don’t think so. Do I miss how we say good night to each other through the walls of our bedroom using Morse code? (Taps out No in morse code on the table),Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Okay, I get it, I get it. You are an emotionless robot.",Penny,7.0,1.0,The Hofstadter Insufficiency
" Well, I try.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" All right, let’s just get this stupid game over with.",Penny,7.0,1.0,The Hofstadter Insufficiency
 Great. I’ll go first.,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Okay.,Penny,7.0,1.0,The Hofstadter Insufficiency
" Mrs. Davis, nice to see you. ",Howard,7.0,1.0,The Hofstadter Insufficiency
" You know, I recently read a fascinating article on infidelity among penguins.",Raj,7.0,1.0,The Hofstadter Insufficiency
 Okay.,Davis,7.0,1.0,The Hofstadter Insufficiency
" So if the fact that your husband left you makes you feel unattractive, just remember, penguins get cheated on, and they’re adorable.",Raj,7.0,1.0,The Hofstadter Insufficiency
" Hello to you, too. I’m sorry, but this is important.",apartment),7.0,1.0,The Hofstadter Insufficiency
 What is it?,Leonard,7.0,1.0,The Hofstadter Insufficiency
" Back to the Future II was in the Back to the Future III case, and Back to the Future III was, get this, in the Back to the Future II case.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 So?,Leonard,7.0,1.0,The Hofstadter Insufficiency
" So, did you do that, or am I in the house with an intruder?",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Sheldon, I got to go inside. It’s getting rough out here.",Leonard,7.0,1.0,The Hofstadter Insufficiency
" You’re dodging the question, I knew it was you. What was that?",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 What was what?,Leonard,7.0,1.0,The Hofstadter Insufficiency
" This isn’t a very good connection, but it sounded like someone just released a kraken.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Okay, I’m hanging up now. You know there’s no such thing as a k… (Leonard is attacked and dragged into the sea by a huge tentacle. Sheldon wakes up in bed.)",Leonard,7.0,1.0,The Hofstadter Insufficiency
 No!,Sheldon,7.0,1.0,The Hofstadter Insufficiency
 Penny’s apartment door.,Scene,7.0,1.0,The Hofstadter Insufficiency
" (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. ",Sheldon,7.0,1.0,The Hofstadter Insufficiency
 What’s the matter?,Penny,7.0,1.0,The Hofstadter Insufficiency
" Um, well, I was worried that you might be missing Leonard. And that might be causing you to have bad dreams, like the kind you’d get if you watched Clash of the Titans right before you went to bed.",Sheldon,7.0,1.0,The Hofstadter Insufficiency
" Sweetie, did you have a bad dream?",Penny,7.0,1.0,The Hofstadter Insufficiency
 Well…,Penny,7.0,2.0,The Deception Verification
" Oh, I can take a look at it.",Sheldon,7.0,2.0,The Deception Verification
" No. No, no, no. You know what? The toilet’s been doing that. I called the building manager, so…",Penny,7.0,2.0,The Deception Verification
" What, now, do you have company?",Sheldon,7.0,2.0,The Deception Verification
" Uh, yeah, it sounds fun, but no thanks. (Toilet flushes) Have a good night!",Penny,7.0,2.0,The Deception Verification
" Are you sure? With your Italian pizza and my Chinese noodles, we could play Marco Polo. I mean, of course, a re-enactment of a meal in the life of Marco Polo the Venetian explorer, not Marco Polo the terrifying water sport.",Sheldon,7.0,2.0,The Deception Verification
" Yeah, thanks, but I kind of feel like eating alone tonight, so…",Penny,7.0,2.0,The Deception Verification
" Oh, that’s a rather earthy cologne. My uncle used to wear that. Perhaps we can enjoy one last meal together before Leonard returns.",Sheldon,7.0,2.0,The Deception Verification
 That’s nice.,Penny,7.0,2.0,The Deception Verification
" Oh, Penny, I see you’ve ordered pizza. I have Chinese food. ",Sheldon,7.0,2.0,The Deception Verification
" Oh. Okay. Well, here’s, um, thirty something cents and a promise I won’t call your boss and tell him you reek of marijuana.",Penny,7.0,2.0,The Deception Verification
" Seriously? I just walked up, like, four flights of stairs.",guy,7.0,2.0,The Deception Verification
" Okay, here’s, uh, twenty-five. Keep the change.",Penny,7.0,2.0,The Deception Verification
 Twenty-two fifty.,guy,7.0,2.0,The Deception Verification
 Hey.,Penny,7.0,2.0,The Deception Verification
 And I’m gonna hit the head. That’s what us salty sea dogs say when we have to go pee-pee.,Leonard,7.0,2.0,The Deception Verification
 No.,Penny,7.0,2.0,The Deception Verification
 Have you gotten Leonard a welcome-home gift yet?,Sheldon,7.0,2.0,The Deception Verification
 What?,Penny,7.0,2.0,The Deception Verification
" Oh, very well. I’m no stranger to enjoying the pleasures of solitude. Oh!",Sheldon,7.0,2.0,The Deception Verification
" Okay. Look, honey, I promise there’s no one’s here. I‘ve had a long day. I just want to have a quiet dinner by myself.",Penny,7.0,2.0,The Deception Verification
 What’s odd is they’re in the trash can.,Sheldon,7.0,2.0,The Deception Verification
 So? That’s my dinner from last night.,Penny,7.0,2.0,The Deception Verification
 There are takeout containers in the trash can.,Sheldon,7.0,2.0,The Deception Verification
" Um, what?",Penny,7.0,2.0,The Deception Verification
 That’s odd.,Sheldon,7.0,2.0,The Deception Verification
 Oh. ,Penny,7.0,2.0,The Deception Verification
 Of course. Ask a silly question. ,Sheldon,7.0,2.0,The Deception Verification
" Oh. Well, you know, I, I’ve got two hands and a bit of a drinking problem.",Penny,7.0,2.0,The Deception Verification
" That’s curious. If there’s no one here, why are there two glasses of wine on the table?",Sheldon,7.0,2.0,The Deception Verification
" Yeah, no, no, no. You know what, Sheldon, it’s okay. You don’t have to go into the bathroom.",Penny,7.0,2.0,The Deception Verification
" I’m quite familiar with plumbing. Not to brag, but I spent most of fifth grade with my head in a toilet.",Sheldon,7.0,2.0,The Deception Verification
 Like these swollen sausages could fit in gloves.,Howard,7.0,2.0,The Deception Verification
 This is really strong oestrogen cream. Please tell me you’ve been wearing gloves.,Bernadette,7.0,2.0,The Deception Verification
 I don’t know. Few weeks. Why?,Howard,7.0,2.0,The Deception Verification
 Let me see. How long have you been putting this on her?,Bernadette,7.0,2.0,The Deception Verification
" ‘Cause we’ve got a deeply unhealthy relationship. Which reminds me, do you think you can get any samples of this from work? This was supposed to last her a month, but they didn’t take into account the square footage of her back.",Howard,7.0,2.0,The Deception Verification
 Why can’t she do it?,Bernadette,7.0,2.0,The Deception Verification
 Awful. I had to rub her ointment all over her again.,Howard,7.0,2.0,The Deception Verification
" Fine, forget I asked. How was dinner at your mom’s?",Bernadette,7.0,2.0,The Deception Verification
" Really? Tell that to the bathroom scale, ’cause one of you is lying.",Howard,7.0,2.0,The Deception Verification
" We are. Stop it. And for the last time, you’re not fat.",Bernadette,7.0,2.0,The Deception Verification
" You’re kidding, right? I mean, you know I’m trying to lose weight. God, I thought we were partners in this marriage.",Howard,7.0,2.0,The Deception Verification
 I made some brownies. You want one?,Bernadette,7.0,2.0,The Deception Verification
 Hey.,Howard,7.0,2.0,The Deception Verification
