dialogue,person_scene,series,episode,episode_name_only
 Hang on. You travelled across the entire country and never left a train station?,Leonard,8.0,1.0,The Locomotion Interruption
 Why would I? That’s where all the cool trains are.,Sheldon,8.0,1.0,The Locomotion Interruption
" I’m sorry, so you never went outside?",Leonard,8.0,1.0,The Locomotion Interruption
 Or had a single piece of fruit.,Sheldon,8.0,1.0,The Locomotion Interruption
 Pharmaceutical Company Office.,Scene,8.0,1.0,The Locomotion Interruption
" So, why do you think you’d make a good pharmaceutical sales rep?",Dan,8.0,1.0,The Locomotion Interruption
" Well, I’m a people person. People like me. Some of my favourite people are people. I feel like I’m saying people a lot. People, people, people. Okay, I’m done.",Penny,8.0,1.0,The Locomotion Interruption
 You sure?,Dan,8.0,1.0,The Locomotion Interruption
 People. Yes.,Penny,8.0,1.0,The Locomotion Interruption
" Good. So, how do you feel your previous job experience has prepared you for a career like this?",Dan,8.0,1.0,The Locomotion Interruption
" Uh, well, as a waitress, sales was a big part of my job. I mean, believe me, I convinced a lot of very large customers, who should not be eating cheesecake, to have more cheesecake. I mean, one of those chubsters even had an insulin pump.",Penny,8.0,1.0,The Locomotion Interruption
 Uh-huh. I have an insulin pump.,Dan,8.0,1.0,The Locomotion Interruption
 People.,Penny,8.0,1.0,The Locomotion Interruption
 Howard’s car.,Scene,8.0,1.0,The Locomotion Interruption
" It’s weird, right? A grown man in his thirties living with my mother.",Howard,8.0,1.0,The Locomotion Interruption
" That is weird. I thought he was, like, 45.",Raj,8.0,1.0,The Locomotion Interruption
" Come on, you don’t think it’s a little odd?",Howard,8.0,1.0,The Locomotion Interruption
" I don’t know. I mean, she’s lonely. He needs a place to stay. I doubt there’s any funny business going on. And even if there was, who cares? They’re both adults.",Raj,8.0,1.0,The Locomotion Interruption
 Who cares? You wouldn’t care if I slept with your mom?,Howard,8.0,1.0,The Locomotion Interruption
" You know what? You’re my best friend, and she’s in a bad marriage. I give you my blessing.",Raj,8.0,1.0,The Locomotion Interruption
 This is stupid. I’m just gonna call my mother and be honest with her.,Howard,8.0,1.0,The Locomotion Interruption
 ‘Cause that’s what little matzo balls do.,Raj,8.0,1.0,The Locomotion Interruption
 This is Debbie.,answerphone),8.0,1.0,The Locomotion Interruption
 And this is Stuart.,answerphone),8.0,1.0,The Locomotion Interruption
 Just kidding.,Together,8.0,1.0,The Locomotion Interruption
 Leave a message.,answerphone),8.0,1.0,The Locomotion Interruption
 This is the part where you talk.,Raj,8.0,1.0,The Locomotion Interruption
 Pharmaceutical Company Office.,Scene,8.0,1.0,The Locomotion Interruption
" All right, let’s say a physician was prescribing one of our competitor’s drugs. How would you convince them to switch to ours?",Dan,8.0,1.0,The Locomotion Interruption
" Um, any chance his car needs to be washed by a girl in a bikini? No. Okay, I’m really sorry for wasting your time.",Penny,8.0,1.0,The Locomotion Interruption
 Don’t worry about it. Thanks for stopping by.,Dan,8.0,1.0,The Locomotion Interruption
" Okay, thanks. Um, I’m sorry, listen, could you do me a favour and not tell Bernadette how badly I blew this interview? She’ll get upset. And honestly I’m a, a little terrified of her.",Penny,8.0,1.0,The Locomotion Interruption
" Wait, wait. You’re scared of Bernadette?",Dan,8.0,1.0,The Locomotion Interruption
" Yeah, kind of.",Penny,8.0,1.0,The Locomotion Interruption
 I thought it was just me. Everyone thinks she’s so nice with that squeaky little voice.,Dan,8.0,1.0,The Locomotion Interruption
" I know, but she’s kind of a bully.",Penny,8.0,1.0,The Locomotion Interruption
" Wll, she is. I didn’t even want to meet you, but, uh, I was too scared to say no to her.",Dan,8.0,1.0,The Locomotion Interruption
" Me, too.",Penny,8.0,1.0,The Locomotion Interruption
" Yeah, yeah. One, one time, I had, I had to tell her we were cutting the, the research funding for one of the drugs she was developing.",Dan,8.0,1.0,The Locomotion Interruption
 What happened?,Penny,8.0,1.0,The Locomotion Interruption
" I couldn’t do it. She’s still working on it. Oh, we’re not gonna tell her about this, right?",Dan,8.0,1.0,The Locomotion Interruption
" Oh, my God, no.",Penny,8.0,1.0,The Locomotion Interruption
 Leonard’s car.,Scene,8.0,1.0,The Locomotion Interruption
" At the hot dog stand in the Denver train station, Heinz ketchup. At the hot dog stand in the Salt Lake City train station, Heinz ketchup. At the hot dog stand in the Indianapolis train station?",Sheldon,8.0,1.0,The Locomotion Interruption
 I don’t care.,Leonard,8.0,1.0,The Locomotion Interruption
" Wrong. Hunt’s. Hey, Amy, what do you say? You ready to move on to the mustard round?",Sheldon,8.0,1.0,The Locomotion Interruption
 Have you not noticed that I’ve been sitting back here quietly stewing for the past two hours?,Amy,8.0,1.0,The Locomotion Interruption
 I just thought you were bad at the game.,Sheldon,8.0,1.0,The Locomotion Interruption
" I’m mad at you. How could you just go away like that without even saying good-bye, and then call Leonard for help instead of me?",Amy,8.0,1.0,The Locomotion Interruption
" Amy, may I please have a moment of privacy to speak with my roommate?",Sheldon,8.0,1.0,The Locomotion Interruption
 We’re in a moving car. What do you expect me to do? Stick my fingers in my ears?,Amy,8.0,1.0,The Locomotion Interruption
" Well, I was thinking put your head out the window like a dog, but that’ll work. Please? This’ll be quick. Leonard? As soon as we get home, I want to have coitus with Amy. Okay, she can’t hear. The reason I called you is because I didn’t want Amy to know I couldn’t make it on my own.",Sheldon,8.0,1.0,The Locomotion Interruption
 What’s the big deal?,Leonard,8.0,1.0,The Locomotion Interruption
" Oh, of course it’s no big deal to you. You idolize me, and nothing could ever knock me off that pedestal you put me on.",Sheldon,8.0,1.0,The Locomotion Interruption
" Well, yeah, it’s true. You, you are a god to me.",Leonard,8.0,1.0,The Locomotion Interruption
 Can I stop now?,Amy,8.0,1.0,The Locomotion Interruption
 Just tell her.,Leonard,8.0,1.0,The Locomotion Interruption
 I called Leonard because I failed. And I didn’t want you to think less of me.,Sheldon,8.0,1.0,The Locomotion Interruption
 You were worried about that?,Amy,8.0,1.0,The Locomotion Interruption
 Yes.,Sheldon,8.0,1.0,The Locomotion Interruption
" Sheldon, it’s okay with me that you’re not perfect.",Amy,8.0,1.0,The Locomotion Interruption
 Can I have one more moment with Leonard?,Sheldon,8.0,1.0,The Locomotion Interruption
 Sure.,Amy,8.0,1.0,The Locomotion Interruption
 Amy just hurt my feelings. I want to break up with her.,Sheldon,8.0,1.0,The Locomotion Interruption
 Howard and Bernadette’s apartment.,Scene,8.0,1.0,The Locomotion Interruption
" Now, I never thought I’d say this, but I’m kind of excited to see Sheldon.",Howard,8.0,1.0,The Locomotion Interruption
" I never thought I’d say this, but Penny got a job today.",Bernadette,8.0,1.0,The Locomotion Interruption
 She did?,Howard,8.0,1.0,The Locomotion Interruption
" Well, the only reason she got it is ’cause the guy who interviewed her loves me.",Bernadette,8.0,1.0,The Locomotion Interruption
 What do you want?,door),8.0,1.0,The Locomotion Interruption
" I, uh, kind of got the feeling you might not be okay with me staying at your mom’s.",Stuart,8.0,1.0,The Locomotion Interruption
" You’re right, I’m not. I think it’s weird.",Howard,8.0,1.0,The Locomotion Interruption
 Howie?,Bernadette,8.0,1.0,The Locomotion Interruption
" It is. He’s a grown man. He’s just gonna live there rent-free? How is that gonna motivate him to get off his butt and get a job? I mean, do you even have a plan?",Howard,8.0,1.0,The Locomotion Interruption
" Hey, you’re not my father, okay? And besides, your mother and I were talking…",Stuart,8.0,1.0,The Locomotion Interruption
 Your mother and I? You’re not my father.,Howard,8.0,1.0,The Locomotion Interruption
 I didn’t say I was your father.,Stuart,8.0,1.0,The Locomotion Interruption
" Well, I didn’t say I was your father.",Howard,8.0,1.0,The Locomotion Interruption
" Okay, calm down. You’re not his father, he’s not your father. Nobody’s anybody’s father.",Bernadette,8.0,1.0,The Locomotion Interruption
" I, I’m sorry you don’t like my life choices, but it’s my life.",Stuart,8.0,1.0,The Locomotion Interruption
" Well, it’s my house, it’s my rules.",Howard,8.0,1.0,The Locomotion Interruption
" Oh, oh, okay, Dad, if I mow the lawn, can I have my allowance?",Stuart,8.0,1.0,The Locomotion Interruption
" Hey, don’t you take that sarcastic tone with him.",Bernadette,8.0,1.0,The Locomotion Interruption
 I don’t have to listen to you.,Stuart,8.0,1.0,The Locomotion Interruption
 Don’t talk to her like that. That is my mother. Wife. My wife. I said my wife.,Howard,8.0,1.0,The Locomotion Interruption
" You know what? This isn’t getting us anywhere. When you’re ready to apologize, you know where to find me.",Stuart,8.0,1.0,The Locomotion Interruption
" Yeah, in my house.",Howard,8.0,1.0,The Locomotion Interruption
" That’s right, sucka.",Stuart,8.0,1.0,The Locomotion Interruption
 The stairwell. ,Scene,8.0,1.0,The Locomotion Interruption
 I wish I’d never gone on that trip. I feel no better now than when I left.,Sheldon,8.0,1.0,The Locomotion Interruption
 But you still accomplished something.,Amy,8.0,1.0,The Locomotion Interruption
" Yeah. If you had told anyone that you were going away on a train by yourself across the country, do you know what they would have said?",Leonard,8.0,1.0,The Locomotion Interruption
 That I couldn’t do it?,Sheldon,8.0,1.0,The Locomotion Interruption
 Exactly. Right after they said yeah.,Leonard,8.0,1.0,The Locomotion Interruption
 But you did do it. So what if it didn’t all go your way? That’s what makes it an adventure.,Amy,8.0,1.0,The Locomotion Interruption
" That’s a good point. You know, I’m a lot like Gandalf the Grey. He fought the Balrog and emerged stronger than ever as Gandalf the White. I was robbed of my phone and pants, and I, too, came back stronger. And whiter, too, ’cause I wasn’t in direct sunlight for six weeks.",Sheldon,8.0,1.0,The Locomotion Interruption
 See? This trip was good for you.,Amy,8.0,1.0,The Locomotion Interruption
" Indeed. I was the world’s smartest caterpillar. And then after pupating in our nation’s railway system, I’ve burst forth as the world’s smartest butterfly.",Sheldon,8.0,1.0,The Locomotion Interruption
 Butterfly could’ve gotten himself home from Arizona.,Leonard,8.0,1.0,The Locomotion Interruption
" Yeah, I feel renewed. I’m ready to deal with any changes that come my way.",Sheldon,8.0,1.0,The Locomotion Interruption
 Hey.,All,8.0,1.0,The Locomotion Interruption
" Hey, look who’s back.",Penny,8.0,1.0,The Locomotion Interruption
 Your hair is different. You changed your hair. I can’t take this. I’m out.,Sheldon,8.0,1.0,The Locomotion Interruption
 The apartment.,Scene,8.0,1.0,The Locomotion Interruption
 Would you like to see pictures from my trip?,Sheldon,8.0,1.0,The Locomotion Interruption
 I thought your phone got stolen.,Penny,8.0,1.0,The Locomotion Interruption
" Yeah, it did, but luckily all my photos got backed up to the Cloud.",Sheldon,8.0,1.0,The Locomotion Interruption
 And you thought they all had a silver lining.,Leonard,8.0,1.0,The Locomotion Interruption
" Here, day one, uh, this was the seat I was going to sit in but didn’t because there were cracker crumbs on it. As it was first class, I suspect Ritz. This is the train bathroom. This is the Imodium I took so I would never have to use the train bathroom.",Sheldon,8.0,1.0,The Locomotion Interruption
 I cannot believe you travelled the entire country and never left the train station.,Penny,8.0,1.0,The Locomotion Interruption
" I know. You know, I almost died in a fire in Des Moines, but I stayed put. FYI, that’s when the Imodium gave out.",Sheldon,8.0,1.0,The Locomotion Interruption
 Thanks again for coming. Six hours was gonna be a long drive by myself.,Leonard,8.0,1.0,The Locomotion Interruption
" My pleasure. And I’m not angry at all that my boyfriend was in trouble and called you instead of me. I love that,",Amy,8.0,1.0,The Locomotion Interruption
" Yeah, time’s gonna fly by.",Leonard,8.0,1.0,The Locomotion Interruption
 Howard and Bernadette’s apartment.,Scene,8.0,1.0,The Locomotion Interruption
 I haven’t been on a job interview in years. I’m really nervous.,Penny,8.0,1.0,The Locomotion Interruption
" Don’t be. You are built for pharmaceutical sales. You’re cute, you’re flirty and started that like there were gonna be three things.",Bernadette,8.0,1.0,The Locomotion Interruption
 I don’t have any experience in sales. Unless you count the bikini car wash I did in high school. But you already made me take that off my résumé.,Penny,8.0,1.0,The Locomotion Interruption
" This job is a lot like being a waitress, except instead of pushing the fish tacos ’cause they’re about to go bad, you’re just pushing our antidepressants before the FDA finds out they may cause rectal bleeding.",Bernadette,8.0,1.0,The Locomotion Interruption
 They do?,Penny,8.0,1.0,The Locomotion Interruption
" Maybe. But like our lawyers say, the world is full of things that can cause a rectum to bleed. Anyway, I talked you up to Dan. He’s the guy who’ll be interviewing you.",Bernadette,8.0,1.0,The Locomotion Interruption
" Oh, I really appreciate this. I just hope I’m not in over my head.",Penny,8.0,1.0,The Locomotion Interruption
 You’ll be fine. Just be yourself.,Bernadette,8.0,1.0,The Locomotion Interruption
 I wish I felt more confident.,Penny,8.0,1.0,The Locomotion Interruption
" Penny, I wouldn’t have put you up for this job if I didn’t think you could handle it.",Bernadette,8.0,1.0,The Locomotion Interruption
" Oh, thank you, but maybe I should cancel.",Penny,8.0,1.0,The Locomotion Interruption
 It’s too late to cancel. You’re going.,Bernadette,8.0,1.0,The Locomotion Interruption
" Hey, buddy. Good to hear your voice.",Leonard,8.0,1.0,The Locomotion Interruption
" Uh, I’m in Kingman, Arizona, and, uh, I need you to come pick me up.",Sheldon,8.0,1.0,The Locomotion Interruption
 I’d love to. I’m just about to do yoga with Penny.,Leonard,8.0,1.0,The Locomotion Interruption
" Leonard, I’m at the police station. I was robbed. They took my phone, my wallet, my iPad, everything.",Sheldon,8.0,1.0,The Locomotion Interruption
" Oh, my God, are you okay?",Leonard,8.0,1.0,The Locomotion Interruption
" No, I’m not okay. Uh, I’m wearing borrowed pants, I don’t have I.D., and one of the officers here won’t stop calling me chicken legs.",Sheldon,8.0,1.0,The Locomotion Interruption
" Besides, I don’t need six hours of your hair is different, why did you change your hair? I’m holding my breath until your hair grows back.",Penny,8.0,1.0,The Locomotion Interruption
" All right, fine. Hey, can you think of a reason I shouldn’t invite Amy to come with me?",Leonard,8.0,1.0,The Locomotion Interruption
 Nope.,Penny,8.0,1.0,The Locomotion Interruption
" Come on, you didn’t even try.",Leonard,8.0,1.0,The Locomotion Interruption
 Howard’s car.,Scene,8.0,1.0,The Locomotion Interruption
 Thanks for the lift.,Raj,8.0,1.0,The Locomotion Interruption
 What’s wrong with your car?,Howard,8.0,1.0,The Locomotion Interruption
 I’m having my windows untinted.,Raj,8.0,1.0,The Locomotion Interruption
 Why?,Howard,8.0,1.0,The Locomotion Interruption
 Got a hot girlfriend now. I want the haters to know.,Raj,8.0,1.0,The Locomotion Interruption
 I just want to pop in and make sure Ma’s okay.,Howard,8.0,1.0,The Locomotion Interruption
 I thought Stuart was looking after her.,Raj,8.0,1.0,The Locomotion Interruption
" He was, but now that her cast is off, he moved out. And honestly, I’m kind of glad. It was getting a little weird.",Howard,8.0,1.0,The Locomotion Interruption
 How so?,Raj,8.0,1.0,The Locomotion Interruption
" I don’t know, they’re, chummy.",Howard,8.0,1.0,The Locomotion Interruption
 Like us?,Raj,8.0,1.0,The Locomotion Interruption
" No, not like us. Creepy chummy, like you and your dog.",Howard,8.0,1.0,The Locomotion Interruption
 She feeds him out of her own mouth?,Raj,8.0,1.0,The Locomotion Interruption
" I mean, he calls her Debbie, she calls him Stewie and they’re all giggly around each other. And believe me, when food goes in that mouth, it does not come out.",Howard,8.0,1.0,The Locomotion Interruption
 So are you worried because he’s replacing you as a son or are you worried because he’s becoming her lover?,Raj,8.0,1.0,The Locomotion Interruption
" First of all, no one can replace me as a son. I’m her little matzo ball. And secondly, my mother is well past having any kind of sex life.",Howard,8.0,1.0,The Locomotion Interruption
" Okay, okay. Although many older women lead vibrant, active…",Raj,8.0,1.0,The Locomotion Interruption
 I said well past it.,Howard,8.0,1.0,The Locomotion Interruption
 Kingman Police Station.,Scene,8.0,1.0,The Locomotion Interruption
" Excuse me, Officer Hernandez? Any leads on the person who stole my belongings?",Sheldon,8.0,1.0,The Locomotion Interruption
 Not yet.,Hernandez,8.0,1.0,The Locomotion Interruption
 Morning.,Leonard,8.0,1.0,The Locomotion Interruption
 Hi. Want to do yoga with me?,Penny,8.0,1.0,The Locomotion Interruption
" Um, let me just have some coffee first, and then I’ll have the strength to tell you how much I won’t be doing that. (Phone rings) Hello?",Leonard,8.0,1.0,The Locomotion Interruption
" Hello, Leonard.",Sheldon,8.0,1.0,The Locomotion Interruption
 What are you talking about? No one’s paying attention to you.,Howard,8.0,1.0,The Locomotion Interruption
" Wow. How’s that Hater-Ade taste, bro? Hey, this isn’t the way to work.",Raj,8.0,1.0,The Locomotion Interruption
" Well, perhaps I can help. Sherlock Holmes always says when you eliminate the impossible, whatever remains, however improbable, must be the truth. Now, have, have you tried doing that?",Sheldon,8.0,1.0,The Locomotion Interruption
 Nope.,Hernandez,8.0,1.0,The Locomotion Interruption
" Well, maybe you should. There’s lots of books called Sherlock Holmes, and there’s no books called Officer Hernandez.",Sheldon,8.0,1.0,The Locomotion Interruption
 Leonard’s car.,Scene,8.0,1.0,The Locomotion Interruption
 But I don’t know anything about pharmaceuticals.,Penny,8.0,1.0,The Locomotion Interruption
" Oh, I understand. You want to do something you’re already good at. I know. Why don’t I get you a job at the Sitting Around All Day Wearing Yoga Pants Factory?",Bernadette,8.0,1.0,The Locomotion Interruption
 They’re comfortable.,Penny,8.0,1.0,The Locomotion Interruption
 Mrs Wolowitz’s house.,Scene,8.0,1.0,The Locomotion Interruption
" Ma, I hope you’re decent. Raj is here. You just started seeing naked women again, and I don’t want you to be confused about where the boobs should be.",Howard,8.0,1.0,The Locomotion Interruption
" Oh, hey, guys. What are you doing here?",Stuart,8.0,1.0,The Locomotion Interruption
" Okay. Uh, I’ll, I’ll come get you. What’s the address?",Leonard,8.0,1.0,The Locomotion Interruption
" Hey, what’s going on?",Penny,8.0,1.0,The Locomotion Interruption
 He got all of his stuff stolen.,Leonard,8.0,1.0,The Locomotion Interruption
 Oh.,Penny,8.0,1.0,The Locomotion Interruption
" 2530 East Andy Devine Avenue,",Sheldon,8.0,1.0,The Locomotion Interruption
 Okay.,Leonard,8.0,1.0,The Locomotion Interruption
 Hurry.,Sheldon,8.0,1.0,The Locomotion Interruption
" Sheldon, hang tight. Hey, do you want me to bring anything?",Leonard,8.0,1.0,The Locomotion Interruption
" Oh, yes, please. A pair of pants. And my toothbrush. Yeah, and my mail. And a really good comeback for chicken legs, because “I know you are, but what am I?” was met with stony silence.",Sheldon,8.0,1.0,The Locomotion Interruption
 I’ll be there as soon as I can.,Leonard,8.0,1.0,The Locomotion Interruption
 Is he okay?,Penny,8.0,1.0,The Locomotion Interruption
" Yeah, he’s fine, he’s just a little rattled.",Leonard,8.0,1.0,The Locomotion Interruption
 Oh.,Penny,8.0,1.0,The Locomotion Interruption
 Feel like driving to Arizona with me?,Leonard,8.0,1.0,The Locomotion Interruption
" I can’t, I have that job interview.",Penny,8.0,1.0,The Locomotion Interruption
" Oh, right.",Leonard,8.0,1.0,The Locomotion Interruption
 I can’t believe I have to waste my time babysitting a bunch of grad students who probably think dark matter is what’s in their diapers.,Sheldon,8.0,2.0,The Junior Professor Solution
 The kids are gonna love him.,Leonard,8.0,2.0,The Junior Professor Solution
 What a stupid question.,Sheldon,8.0,2.0,The Junior Professor Solution
 I don’t understand. Why is it bad that you have to teach?,Raj,8.0,2.0,The Junior Professor Solution
" Awful. They’re allowing me to move on from string theory, but they made me a junior professor and are requiring me to teach a class.",Sheldon,8.0,2.0,The Junior Professor Solution
" Hey, how’d it go with human resources?",Leonard,8.0,2.0,The Junior Professor Solution
" Oh, well, her last name is Sweeney, and something just didn’t seem right about Koothrapeeney.",Raj,8.0,2.0,The Junior Professor Solution
 Why is it your last name and her first name?,Howard,8.0,2.0,The Junior Professor Solution
" So, I’ve been trying to come up with a cute couple’s nickname for me and Emily. What do you like better? Emippali or Koothrapemily?",Raj,8.0,2.0,The Junior Professor Solution
 The cafeteria.,Scene,8.0,2.0,The Junior Professor Solution
" I’m saying, in the spirit of science, what is that little skank’s problem?",Amy,8.0,2.0,The Junior Professor Solution
" So, what are you saying?",Penny,8.0,2.0,The Junior Professor Solution
" I understand. You know, there is some research that indicates that sharing negative attitudes about a third party can be a powerful bonding force between two friends.",Amy,8.0,2.0,The Junior Professor Solution
 I’m sorry. I just need a little break from her.,Penny,8.0,2.0,The Junior Professor Solution
" No, I just, I feel kind of uncomfortable talking about her like this. Usually when someone’s being talked about behind their back, it’s me and it’s right in front of my face.",Amy,8.0,2.0,The Junior Professor Solution
" Well, you saw her the other night. Am I wrong?",Penny,8.0,2.0,The Junior Professor Solution
 Because you got her the job and you think she should be working harder to prepare for it?,Amy,8.0,2.0,The Junior Professor Solution
 Not tonight. I’m a little frustrated with her.,Bernadette,8.0,2.0,The Junior Professor Solution
 No Penny?,Amy,8.0,2.0,The Junior Professor Solution
 Not much. You want to get a drink later? Just the two of us?,Bernadette,8.0,2.0,The Junior Professor Solution
" Hey, what’s going on?",Amy,8.0,2.0,The Junior Professor Solution
 Hey.,skype),8.0,2.0,The Junior Professor Solution
" Measuring starfish serotonin levels in response to one point two molar stimulation of pleasure cells. You like that, don’t you? That’s right, say my name.",Amy,8.0,2.0,The Junior Professor Solution
 Amy’s lab.,Scene,8.0,2.0,The Junior Professor Solution
" It is true that many of my heroes have taken students under their wings. Feynman, Einstein, Professor X. Humorously, in the case of Professor X, some of his students actually had wings. That’s rich. I’ll use that one to lighten the mood after my entire class fails the midterm.",Sheldon,8.0,2.0,The Junior Professor Solution
" Look, most importantly, this will let you move on and study dark matter.",Leonard,8.0,2.0,The Junior Professor Solution
" Yeah, well, of course I do. Listen to it. It’s like an earful of melted caramel.",Sheldon,8.0,2.0,The Junior Professor Solution
 And you love the sound of your own voice.,Howard,8.0,2.0,The Junior Professor Solution
" A valid point, but unoriginal. B-minus.",Sheldon,8.0,2.0,The Junior Professor Solution
 You enjoy giving people grades.,Raj,8.0,2.0,The Junior Professor Solution
" Wrong, Just because I enjoyed that one doesn’t mean I always do.",Sheldon,8.0,2.0,The Junior Professor Solution
" This might not be that bad. Uh, you like telling people they’re wrong.",Leonard,8.0,2.0,The Junior Professor Solution
 What?,Leonard,8.0,2.0,The Junior Professor Solution
" I called the department secretary to see what happened. Apparently, I have a reputation for being obnoxious.",Sheldon,8.0,2.0,The Junior Professor Solution
" Well, that’s not your fault.",Leonard,8.0,2.0,The Junior Professor Solution
 No one signed up.,Sheldon,8.0,2.0,The Junior Professor Solution
 Did you send everyone to the principal’s office already?,Howard,8.0,2.0,The Junior Professor Solution
 There is no class.,Sheldon,8.0,2.0,The Junior Professor Solution
 Hey. We just wanted to see how your class was going. Where is everybody?,Leonard,8.0,2.0,The Junior Professor Solution
 Sheldon’s classroom.,Scene,8.0,2.0,The Junior Professor Solution
 I don’t know. The important thing is I am here for you so we can mutually disparage this unpleasing third party.,Amy,8.0,2.0,The Junior Professor Solution
 Exactly. Does she not realize it or does she not care?,Bernadette,8.0,2.0,The Junior Professor Solution
" If she doesn’t do well, this could reflect poorly on you.",Amy,8.0,2.0,The Junior Professor Solution
 I know.,Bernadette,8.0,2.0,The Junior Professor Solution
 That’s outrageous.,Amy,8.0,2.0,The Junior Professor Solution
" It’s driving me crazy. Just this afternoon, I saw on Instagram that instead of studying, she went out to lunch and got a manicure.",Bernadette,8.0,2.0,The Junior Professor Solution
" I do, I see it.",Amy,8.0,2.0,The Junior Professor Solution
" So it’s not just me. You see it, too.",Bernadette,8.0,2.0,The Junior Professor Solution
 I would guess a wave-function and then vary its parameters until I found the lowest energy solution.,Howard,8.0,2.0,The Junior Professor Solution
 How would you determine the ground state of a quantum system with no exact solution?,Sheldon,8.0,2.0,The Junior Professor Solution
 Yes.,Howard,8.0,2.0,The Junior Professor Solution
 No.,Sheldon,8.0,2.0,The Junior Professor Solution
" Sheldon, I’m more than smart enough to take your class.",Howard,8.0,2.0,The Junior Professor Solution
" Ask why not again, I’ve got an answer.",Raj,8.0,2.0,The Junior Professor Solution
" Oh, Howard. I appreciate the gesture, but this is a graduate-level physics class. I don’t think you’d understand a single thing I was talking about.",Sheldon,8.0,2.0,The Junior Professor Solution
" I’m thinking about getting my doctorate, and he wants to teach. Why not?",Howard,8.0,2.0,The Junior Professor Solution
 What’s wrong with you?,Raj,8.0,2.0,The Junior Professor Solution
" Yeah, why would you do that?",Leonard,8.0,2.0,The Junior Professor Solution
 Why would you do that?,Sheldon,8.0,2.0,The Junior Professor Solution
" Hey, what if I took your class?",Howard,8.0,2.0,The Junior Professor Solution
