dialogue,person_scene,series,episode,episode_name_only
" Okay, okay, I know you’re upset, but let me share something I’ve learned since I got here. You realize how small your problems are when you’re looking down on them from space. Now, come on, that’s got to make you feel better.",Howard,6.0,1.0,The Date Night Variable
 How clear is the image of me on that screen?,Bernadette,6.0,1.0,The Date Night Variable
 Pretty clear.,Howard,6.0,1.0,The Date Night Variable
 Do I look like I feel better?,Bernadette,6.0,1.0,The Date Night Variable
" I mean, it’s not, like, HD quality.",Howard,6.0,1.0,The Date Night Variable
" Listen, mister, you’re gonna talk to your mother and you’re gonna fix this, or that thing I said I was gonna do to you the minute you got home, you can do to yourself.",Bernadette,6.0,1.0,The Date Night Variable
 Like he’s been doing since he got here.,Dimitri,6.0,1.0,The Date Night Variable
 A restaurant.,Scene,6.0,1.0,The Date Night Variable
" Mm-hmm, International Space Station. 250 miles that way.",Leonard,6.0,1.0,The Date Night Variable
" Right now, Howard’s staring down at our planet like a tiny Jewish Greek god. Zeusowitz.",Raj,6.0,1.0,The Date Night Variable
" I must admit, I can’t help but feel a twinge of envy. He can look out the window and see the majesty of the universe unfolding before his eyes. His dim, uncomprehending eyes. It’s like a cat in an airport carrying case.",Sheldon,6.0,1.0,The Date Night Variable
" You know, it’s not exactly glamorous up there. The water that the astronauts drink is made from each other’s recycled urine.",Leonard,6.0,1.0,The Date Night Variable
 Good. They should know what a horrible son you are.,(off),6.0,1.0,The Date Night Variable
" Okay, Ma, great talking to you. Gotta go. Well, space is ruined.",Howard,6.0,1.0,The Date Night Variable
 Penny’s apartment. Penny is bleaching Amy’s upper lip.,Scene,6.0,1.0,The Date Night Variable
" This is so exciting. Soon, my upper lip will be the same fake blonde as my beautiful best friend.",Amy,6.0,1.0,The Date Night Variable
" Hey, this is my natural hair colour. Now. So, does Sheldon have anything special planned for you tomorrow night?",Penny,6.0,1.0,The Date Night Variable
" Oh, yes. According to the Relationship Agreement, on the anniversary of our first date, he must take me to a nice dinner, ask about my day and engage in casual physical contact that a disinterested onlooker might mistake for intimacy.",Amy,6.0,1.0,The Date Night Variable
 That’s hot. You kids better use protection.,Penny,6.0,1.0,The Date Night Variable
 How long does this stay on?,Amy,6.0,1.0,The Date Night Variable
 Just a couple of minutes. You’ve really never done this before?,Penny,6.0,1.0,The Date Night Variable
" Once in high school, but I dozed off and woke up with second-degree chemical burns on my face.",Amy,6.0,1.0,The Date Night Variable
" Oh, my gosh, that’s awful. The other kids make fun of you?",Penny,6.0,1.0,The Date Night Variable
" No, I had a cover story, I told everyone it was herpes. So, how’s everything going with you and Leonard?",Amy,6.0,1.0,The Date Night Variable
" Uh, I don’t know, it’s still kind of weird. We haven’t really recovered since he proposed to me in the middle of sex.",Penny,6.0,1.0,The Date Night Variable
" Oh, boo-hoo. If Sheldon proposed to me during sex, my ovaries would grab on to him and never let go.",Amy,6.0,1.0,The Date Night Variable
 The university cafeteria.,Scene,6.0,1.0,The Date Night Variable
" Leonard, where do you stand on the anthropic principle?",Sheldon,6.0,1.0,The Date Night Variable
" Interesting question. On the one hand, I always thought…",Leonard,6.0,1.0,The Date Night Variable
" You don’t even know what it is, do you? The anthropic principle states that if we wish to explain why our universe exists the way it does, the answer is that it must have qualities that allow intelligent creatures to arise who are capable of asking the question. As I am doing so eloquently right now.",Sheldon,6.0,1.0,The Date Night Variable
 I know what the anthropic principle is.,Leonard,6.0,1.0,The Date Night Variable
" Of course. I just explained it to you. Now, where do you stand on it?",Sheldon,6.0,1.0,The Date Night Variable
 Where do you stand on it? ,Leonard,6.0,1.0,The Date Night Variable
 Strongly pro.,Sheldon,6.0,1.0,The Date Night Variable
" Then I believe that God created the world in six days, and on the seventh he made you to annoy me.",Leonard,6.0,1.0,The Date Night Variable
" Hey, guys.",Raj,6.0,1.0,The Date Night Variable
 Hey.,Leonard,6.0,1.0,The Date Night Variable
" Yeah, wait, Raj, where do you stand on the anthropic principle?",Sheldon,6.0,1.0,The Date Night Variable
 I’m all for it.,Raj,6.0,1.0,The Date Night Variable
 Attaboy!,Sheldon,6.0,1.0,The Date Night Variable
" Well, hang on. Why do you believe that he knows what it is and I don’t?",Leonard,6.0,1.0,The Date Night Variable
" Oh, Leonard. Let’s not take a saw to the branch we’re sitting on, shall we?",Sheldon,6.0,1.0,The Date Night Variable
" Hey, uh, if you guys are free tonight, I heard about a spa where you soak your feet n a pool full of little fish that eat all the dead skin right off them. I don’t need to tell you in Los Angeles, sandal season is year round.",Raj,6.0,1.0,The Date Night Variable
" Actually, I’m hanging out with Penny. ",Leonard,6.0,1.0,The Date Night Variable
" Oh, okay. Sounds like it’s me and you, Sheldon. How about we sic some guppies on those puppies?",Raj,6.0,1.0,The Date Night Variable
" As I’ve stated before on numerous occasions, the only sea creature I would even consider being eaten by is the Kraken, because the last words I would hear are “Release the Kraken.” That never gets old. “Release the Kraken!” Oh, chills. Besides, I’m having dinner with Amy.",Sheldon,6.0,1.0,The Date Night Variable
" Oh, okay. I’ll just go home and be alone. Which is cool. I eat alone, I sleep alone, I cry alone, so, cool.",Raj,6.0,1.0,The Date Night Variable
" Darn. If you weren’t busy, I’d ask you to join us.",Sheldon,6.0,1.0,The Date Night Variable
 Really? I can come? Thanks.,Raj,6.0,1.0,The Date Night Variable
" Sheldon, are you sure you want to be bringing Raj on your date night with Amy?",Leonard,6.0,1.0,The Date Night Variable
" Oh, absolutely. I have a contractual obligation to provide Amy with conversation and casual physical contact, but nowhere is it specified that I can’t outsource that to an Indian.",Sheldon,6.0,1.0,The Date Night Variable
 The International Space Station,Scene,6.0,1.0,The Date Night Variable
 Howie? Howie?,webcam),6.0,1.0,The Date Night Variable
" Sheldon, this place is so romantic. ",Amy,6.0,1.0,The Date Night Variable
" Oh, I’m glad you like it. Raj picked it out.",Sheldon,6.0,1.0,The Date Night Variable
" Well, when you see him, tell him I say thank you.",Amy,6.0,1.0,The Date Night Variable
 Must be nice. Nobody wants anything that comes out of me.,Stuart,6.0,1.0,The Date Night Variable
 I wonder what he’s doing right this very second.,Raj,6.0,1.0,The Date Night Variable
" Mm, conducting experiments in zero gravity.",Leonard,6.0,1.0,The Date Night Variable
 Peering through his telescope at the birth of the cosmos.,Raj,6.0,1.0,The Date Night Variable
" Whatever it is, we know his life will never be the same.",Sheldon,6.0,1.0,The Date Night Variable
 The International Space Station.,Scene,6.0,1.0,The Date Night Variable
 Howard. Can you hear me?,(off),6.0,1.0,The Date Night Variable
" I can hear you without the phone,",Howard,6.0,1.0,The Date Night Variable
 Don’t be snippy. I’m just excited to talk to my baby.,(off),6.0,1.0,The Date Night Variable
" I’m excited to talk to you, too.",Howard,6.0,1.0,The Date Night Variable
" So, what’s this mishegas about you moving out to go live with the little Polish girl?",(off),6.0,1.0,The Date Night Variable
 How about calling her my wife?,Howard,6.0,1.0,The Date Night Variable
 Wives don’t take boys from their mothers.,(off),6.0,1.0,The Date Night Variable
 They do. That’s why we marry them.,Howard,6.0,1.0,The Date Night Variable
 I just hope I’m not dead from a broken heart before you get back.,(off),6.0,1.0,The Date Night Variable
" Ma, please. Everyone from NASA is listening to this phone call.",Howard,6.0,1.0,The Date Night Variable
 The cinema.,Scene,6.0,2.0,The Decoupling Fluctuation
 Equally ridiculous. Let’s go.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 I went to art school.,Stuart,6.0,2.0,The Decoupling Fluctuation
 Wolowitz went to MIT. What’s your educational background?,Sheldon,6.0,2.0,The Decoupling Fluctuation
 All right.,Stuart,6.0,2.0,The Decoupling Fluctuation
" Yuh-uh, one more question, if you’re going to replace Wolowitz, I need to know a little more about you.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 Okay. Should we go?,Stuart,6.0,2.0,The Decoupling Fluctuation
" Well, it’s hardly my business what you eat, as long as it doesn’t crunch during the film and it’s Raisinets.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 Would you feel more comfortable if I ate Raisinets?,Stuart,6.0,2.0,The Decoupling Fluctuation
" At the movies, Wolowitz always eats Raisinets.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 I can take them or leave them.,Stuart,6.0,2.0,The Decoupling Fluctuation
 Hmm. Do you like Raisinets?,Sheldon,6.0,2.0,The Decoupling Fluctuation
" It’ll be fine. Just, uh, pretend he’s Wolowitz.",Leonard,6.0,2.0,The Decoupling Fluctuation
" The big deal is I was expecting us to be an intimate group of five. Now, we’re going to be a faceless mass of six.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 What’s the big deal? You guys are bringing your girlfriends. I didn’t want to sit by myself.,Raj,6.0,2.0,The Decoupling Fluctuation
 That’s mighty sassy for a man with a roommate performance review around the corner.,Sheldon,6.0,2.0,The Decoupling Fluctuation
" Regardless, don’t say anything to Leonard.",Amy,6.0,2.0,The Decoupling Fluctuation
" How can she not be sure how she feels? You know, when I have a feeling, I know it. Trains? Love them. Swordfish? I love them, too. They’re fish with a sword for a nose.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 She’s not sure how she feels.,Amy,6.0,2.0,The Decoupling Fluctuation
" String theory is complicated. That’s just yucky. Don’t get any ideas. All right, for the sake of argument, let’s say that’s true. Why doesn’t Penny just end the relationship?",Sheldon,6.0,2.0,The Decoupling Fluctuation
 It’s complicated.,Amy,6.0,2.0,The Decoupling Fluctuation
" So, if she wants to end her pair-bond with Leonard, why on earth would she guzzle a witches’ brew of his soda and spit?",Sheldon,6.0,2.0,The Decoupling Fluctuation
 So?,Amy,6.0,2.0,The Decoupling Fluctuation
 Wrong. She just took a sip from his Diet Dr. Pepper.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 Penny said she’s not sure she wants to be Leonard’s girlfriend anymore.,Amy,6.0,2.0,The Decoupling Fluctuation
 Sweaty? Unhygienic? Looks dumb? Take your pick.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 There might be a reason for that.,Amy,6.0,2.0,The Decoupling Fluctuation
 It’s not fair. Penny isn’t making Leonard hold hands.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 Just watch the movie.,Amy,6.0,2.0,The Decoupling Fluctuation
" Yeah, of course you do. You’re a girl. You like all kinds of hippy-dippy things.",Sheldon,6.0,2.0,The Decoupling Fluctuation
" Well, I like it.",Amy,6.0,2.0,The Decoupling Fluctuation
 This insistence on hand-holding is preposterous.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 I can’t tell you why I can’t tell you. So I guess there’s two things I can’t tell you.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 Why?,Leonard,6.0,2.0,The Decoupling Fluctuation
 I can’t tell you.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 Okay.,Leonard,6.0,2.0,The Decoupling Fluctuation
" Thank you. I appreciate that. You’re good people, Leonard. There’s something I need to tell you.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 I’m starting to get a sense of it. Don’t worry. I’ll take you to the dentist tomorrow.,Leonard,6.0,2.0,The Decoupling Fluctuation
" Nope. Oh, you have no idea how annoying this is.",(measures),6.0,2.0,The Decoupling Fluctuation
 Maybe your tongue is shrinking.,Leonard,6.0,2.0,The Decoupling Fluctuation
 I think I might have tartar buildup. My tongue won’t go as far forward as it used to.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 What are you doing?,Leonard,6.0,2.0,The Decoupling Fluctuation
 The apartment. Sheldon is making a sucking noise with his teeth.,Scene,6.0,2.0,The Decoupling Fluctuation
" Shh, we’re trying to watch the movie. This is not working out with him.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 Raisinet?,Stuart,6.0,2.0,The Decoupling Fluctuation
" Uh, fine. FYI, secret-keeping? Hate it. Hand-holding? Not a fan. Hammerhead shark? I love that thing. Yeah, it’s another fish with a tool on its head.",Sheldon,6.0,2.0,The Decoupling Fluctuation
" Yes, please, Penny will kill me.",Amy,6.0,2.0,The Decoupling Fluctuation
" Now you’re asking me to keep a secret from my best friend, colleague, and roommate?",Sheldon,6.0,2.0,The Decoupling Fluctuation
 Never mind. I still can’t tell you.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 I was. Now I’m having a nightmare. What do you want?,Leonard,6.0,2.0,The Decoupling Fluctuation
 Are you sleeping?,Sheldon,6.0,2.0,The Decoupling Fluctuation
 What?,Leonard,6.0,2.0,The Decoupling Fluctuation
" (Knock, knock, knock) Leonard? (Knock, knock, knock) Leonard? (Knock, knock, knock) Leonard?",Sheldon,6.0,2.0,The Decoupling Fluctuation
 Leonard’s room.,Scene,6.0,2.0,The Decoupling Fluctuation
 That is literally the stupidest thing I’ve ever heard.,Sheldon,6.0,2.0,The Decoupling Fluctuation
" The guy who seems like an emotionless robot is you, but your relationship with Amy is causing you to transform into a red-blooded man with sexual desires.",Leonard,6.0,2.0,The Decoupling Fluctuation
 You do?,Sheldon,6.0,2.0,The Decoupling Fluctuation
" Okay, I think I understand.",Leonard,6.0,2.0,The Decoupling Fluctuation
" Leonard, the Transformers teach us that things are not always what they appear to be. You know, like, uh, a semi truck might be an alien robot, or, uh, someone in a romantic relationship, uh, might feel differently than they appear to. Or a conversation about The Transformers might actually be about someone in this room. I’m going to pause to let that sink in.",Sheldon,6.0,2.0,The Decoupling Fluctuation
 Where exactly did your mother have you tested?,Leonard,6.0,2.0,The Decoupling Fluctuation
 I like The Transformers. Do you like The Transformers?,Sheldon,6.0,2.0,The Decoupling Fluctuation
 What is it?,Leonard,6.0,2.0,The Decoupling Fluctuation
 Good night. I’m sorry. This is really important.,Sheldon,6.0,2.0,The Decoupling Fluctuation
 I wish there were more.,Leonard,6.0,2.0,The Decoupling Fluctuation
" Yeah. Did you know that while Leonard is not considered a tall fellow in our country, in today’s North Korea, he’s downright average. Hey, talk about a keeper.",Sheldon,6.0,2.0,The Decoupling Fluctuation
