dialogue,person_scene,series,episode,episode_name_only
 What?,Leonard,1.0,1.0,Pilot Episode
" If by holy smokes you mean a derivative restatement of the kind of stuff you can find scribbled on the wall of any men’s room at MIT, sure.",Sheldon,1.0,1.0,Pilot Episode
 Holy smokes.,Penny,1.0,1.0,Pilot Episode
" I have a board. If you like boards, this is my board.",Leonard,1.0,1.0,Pilot Episode
 This is really impressive.,Penny,1.0,1.0,Pilot Episode
 Yeah. ,Sheldon,1.0,1.0,Pilot Episode
" So you’re like, one of those, beautiful mind genius guys.",Penny,1.0,1.0,Pilot Episode
" Yeah, well, it’s just some quantum mechanics, with a little string theory doodling around the edges. That part there, that’s just a joke, it’s a spoof of the Bourne-Oppenheimer approximation.",Sheldon,1.0,1.0,Pilot Episode
 Wow.,Penny,1.0,1.0,Pilot Episode
 Actually that’s my work.,Sheldon,1.0,1.0,Pilot Episode
" This looks like some serious stuff, Leonard, did you do this?",Penny,1.0,1.0,Pilot Episode
 You’re very welcome.,Leonard,1.0,1.0,Pilot Episode
" Okay, thankyou.",Penny,1.0,1.0,Pilot Episode
" Okay, well, make yourself at home.",Leonard,1.0,1.0,Pilot Episode
" Sheldon, sit!",Leonard,1.0,1.0,Pilot Episode
" Fine. (Wanders in circles, looking lost.)",Sheldon,1.0,1.0,Pilot Episode
 Just sit somewhere else.,Leonard,1.0,1.0,Pilot Episode
 Well.,Sheldon,1.0,1.0,Pilot Episode
 Do you want me to move?,Penny,1.0,1.0,Pilot Episode
" In the winter that seat is close enough to the radiator to remain warm, and yet not so close as to cause perspiration. In the summer it’s directly in the path of a cross breeze created by open windows there, and there. It faces the television at an angle that is neither direct, thus discouraging conversation, nor so far wide to create a parallax distortion, I could go on, but I think I’ve made my point. ",Sheldon,1.0,1.0,Pilot Episode
 Here we go.,Leonard,1.0,1.0,Pilot Episode
 What’s the difference?,Sheldon,1.0,1.0,Pilot Episode
 What’s the difference?,Penny,1.0,1.0,Pilot Episode
" No, I sit there.",Sheldon,1.0,1.0,Pilot Episode
" So, sit next to me. ",Penny,1.0,1.0,Pilot Episode
" Um, Penny, that’s where I sit.",Sheldon,1.0,1.0,Pilot Episode
" Uh, do you guys mind if I start?",Penny,1.0,1.0,Pilot Episode
" In all of them, that is the point.",Sheldon,1.0,1.0,Pilot Episode
 In what universe?,Leonard,1.0,1.0,Pilot Episode
" I didn’t invent them, they’re there.",Sheldon,1.0,1.0,Pilot Episode
" I think what Sheldon’s trying to say, is that Sagittarius wouldn’t have been our first guess.",Leonard,1.0,1.0,Pilot Episode
 Participate in the what?,Penny,1.0,1.0,Pilot Episode
" Yes, it tells us that you participate in the mass cultural delusion that the Sun’s apparent position relative to arbitrarily defined constellations and the time of your birth somehow effects your personality.",Sheldon,1.0,1.0,Pilot Episode
" Um, me, okay, I’m Sagittarius, which probably tells you way more than you need to know.",Penny,1.0,1.0,Pilot Episode
" Yeah, it’s like regular boggle but, in Klingon. That’s probably enough about us, tell us about you.",Leonard,1.0,1.0,Pilot Episode
" So, Klingon boggle?",Penny,1.0,1.0,Pilot Episode
 I said I’m sorry.,Leonard,1.0,1.0,Pilot Episode
 That is an antisocial implication.,Sheldon,1.0,1.0,Pilot Episode
 I’m sorry.,Leonard,1.0,1.0,Pilot Episode
 I resent you saying we don’t have company.,Sheldon,1.0,1.0,Pilot Episode
" Yes, I remember.",Leonard,1.0,1.0,Pilot Episode
 Tuesday night we played Klingon boggle until one in the morning.,Sheldon,1.0,1.0,Pilot Episode
" Yes I now, but…",Leonard,1.0,1.0,Pilot Episode
 That’s not true. Koothrapali and Wolowitz come over all the time. ,Sheldon,1.0,1.0,Pilot Episode
 Well this is nice. We don’t have a lot of company over.,Leonard,1.0,1.0,Pilot Episode
 Aaah!,Sheldon,1.0,1.0,Pilot Episode
 I don’t know.,back),1.0,1.0,Pilot Episode
 What’s happening.,(mouths),1.0,1.0,Pilot Episode
 It was. Until I fell in love with a jerk. ,Penny,1.0,1.0,Pilot Episode
 Well it sounds wonderful.,Leonard,1.0,1.0,Pilot Episode
" I know, right? Okay, let’s see, what else? Um, that’s about it. That’s the story of Penny.",Penny,1.0,1.0,Pilot Episode
" Well, if that was a movie I would go see it.",Leonard,1.0,1.0,Pilot Episode
" No, I’m from Omaha. ",Penny,1.0,1.0,Pilot Episode
 So it’s based on your life?,Leonard,1.0,1.0,Pilot Episode
" Oh, anyways, I’m also writing a screenplay. It’s about this sensitive girl who comes to L.A. from Lincoln Nebraska to be an actress, and winds up a waitress at the Cheesecake Factory.",Penny,1.0,1.0,Pilot Episode
" I don’t eat it, I just think it’s a good idea.",Leonard,1.0,1.0,Pilot Episode
 You’re lactose intolerant. ,Sheldon,1.0,1.0,Pilot Episode
" Oh, okay. I love cheesecake.",Leonard,1.0,1.0,Pilot Episode
" Oh, yeah, I’m a waitress at the Cheesecake Factory.",Penny,1.0,1.0,Pilot Episode
" Wu-uh, do you have some sort of a job?",Leonard,1.0,1.0,Pilot Episode
 That’s interesting. Leonard can’t process corn.,Sheldon,1.0,1.0,Pilot Episode
" Oh, yeah, a lot of people think I’m a water sign. Okay, let’s see, what else, oh, I’m a vegetarian, oh, except for fish, and the occasional steak, I love steak. ",Penny,1.0,1.0,Pilot Episode
 No.,Leonard,1.0,1.0,Pilot Episode
 No?,Sheldon,1.0,1.0,Pilot Episode
 No.,Leonard,1.0,1.0,Pilot Episode
 Yes. ,Sheldon,1.0,1.0,Pilot Episode
 Really? Would it be totally weird if I used it?,Penny,1.0,1.0,Pilot Episode
 Our shower works.,Leonard,1.0,1.0,Pilot Episode
" Oh, I’m so sorry, I’m such a mess, and on top of everything else I’m all gross from moving and my stupid shower doesn’t even work.",Penny,1.0,1.0,Pilot Episode
" No, it’s not crazy it’s, uh, uh, it’s a paradox. And paradoxes are part of nature, think about light. Now if you look at Huygens, light is a wave, as confirmed by the double slit experiments, but then, along comes Albert Einstein and discovers that light behaves like particles too. Well, I didn’t make it worse.",Leonard,1.0,1.0,Pilot Episode
 Yes. ,Sheldon,1.0,1.0,Pilot Episode
" You want to know the most pathetic part? Even though I hate his lying, cheating guts, I still love him. Is that crazy?",Penny,1.0,1.0,Pilot Episode
" You? No, you’ll only make it worse.",Sheldon,1.0,1.0,Pilot Episode
 Should I say something? I feel like I should say something.,Leonard,1.0,1.0,Pilot Episode
" I just, I can’t believe I trusted him.",Penny,1.0,1.0,Pilot Episode
 Don’t.,Leonard,1.0,1.0,Pilot Episode
 It took you four years to get through High School?,Sheldon,1.0,1.0,Pilot Episode
" Oh God, you know, four years I lived with him, four years, that’s like as long as High School. ",Penny,1.0,1.0,Pilot Episode
" Yes, but not of the same species.",Sheldon,1.0,1.0,Pilot Episode
" What makes you think she wouldn’t have sex with me, I’m a male and she’s a female?",Leonard,1.0,1.0,Pilot Episode
" Oh, good. Then you won’t be disappointed.",Sheldon,1.0,1.0,Pilot Episode
 Well I’m not trying to have sex with her.,Leonard,1.0,1.0,Pilot Episode
 That woman in there’s not going to have sex with you.,Sheldon,1.0,1.0,Pilot Episode
 Excuse me?,Leonard,1.0,1.0,Pilot Episode
" So, what exactly are you trying to accomplish here?",Sheldon,1.0,1.0,Pilot Episode
 The worst part was watching her carve that turkey.,Leonard,1.0,1.0,Pilot Episode
 Point taken. It has been some time since we’ve had a woman take her clothes off after which we didn’t want to rip our eyes out. ,Sheldon,1.0,1.0,Pilot Episode
" That’s not true, remember at Thanksgiving my grandmother with Alzheimer’s had that episode.",Leonard,1.0,1.0,Pilot Episode
 It has been some time since we’ve had a woman take her clothes off in our apartment.,Sheldon,1.0,1.0,Pilot Episode
 How so?,Leonard,1.0,1.0,Pilot Episode
 Well this is an interesting development. ,Sheldon,1.0,1.0,Pilot Episode
 Thanks. You guys are really sweet.,Penny,1.0,1.0,Pilot Episode
 It’s right down the hall.,Leonard,1.0,1.0,Pilot Episode
 No.,Sheldon,1.0,1.0,Pilot Episode
" Yeah, right, your grandmother back in town?",Howard,1.0,1.0,Pilot Episode
 Leonard has a lady over.,Sheldon,1.0,1.0,Pilot Episode
 It’s just not a good time.,Leonard,1.0,1.0,Pilot Episode
 Why?,Raj,1.0,1.0,Pilot Episode
" That’s great, you guys have to go.",Leonard,1.0,1.0,Pilot Episode
 It’s before he became a creepy computer voice:.,Howard,1.0,1.0,Pilot Episode
 This is not a good time.,Leonard,1.0,1.0,Pilot Episode
 It’s a Stephen Hawking lecture from MIT in 1974.,Howard,1.0,1.0,Pilot Episode
 See what?,Leonard,1.0,1.0,Pilot Episode
 It’s fantastic. Unbelievable.,Raj,1.0,1.0,Pilot Episode
 Wait till you see this.,Howard,1.0,1.0,Pilot Episode
 It’s Darth Vader shampoo. (There is a knock on the door.) Luke Skywalker’s the conditioner.,Leonard,1.0,1.0,Pilot Episode
 Do you think this possibility will be helped or hindered when she discovers your Luke Skywalker no-more-tears shampoo?,Sheldon,1.0,1.0,Pilot Episode
 That’s not to say that if a carnal relationship were to develop that I wouldn’t participate. However briefly.,Leonard,1.0,1.0,Pilot Episode
" Oh, of course.",Sheldon,1.0,1.0,Pilot Episode
" I’m not going to engage in hypotheticals here, I’m just trying to be a good neighbour.",Leonard,1.0,1.0,Pilot Episode
" Save it for your blog, Howard.",Leonard,1.0,1.0,Pilot Episode
 It’s French for good shower. It’s a sentiment I can express in six languages.,Howard,1.0,1.0,Pilot Episode
 I’m sorry?,Penny,1.0,1.0,Pilot Episode
 Bon douche.,Howard,1.0,1.0,Pilot Episode
" Come on, I’ll show you the trick with the shower.",Leonard,1.0,1.0,Pilot Episode
 Penny. I work at the Cheesecake Factory.,Penny,1.0,1.0,Pilot Episode
" Enchante Madamoiselle. Howard Wolowitz, Cal-Tech department of Applied Physics. You may be familiar with some of my work, it’s currently orbiting Jupiter’s largest moon taking high-resolution digital photographs.",Howard,1.0,1.0,Pilot Episode
" Hey, is there a trick to getting it to switch from tub to shower. Oh. Hi, sorry. Hello!",Penny,1.0,1.0,Pilot Episode
 Technically that would be coitus interruptus.,Sheldon,1.0,1.0,Pilot Episode
 Can we please stop saying coitus?,Leonard,1.0,1.0,Pilot Episode
 So she’s available for coitus?,Howard,1.0,1.0,Pilot Episode
 I’m not anticipating coitus.,Leonard,1.0,1.0,Pilot Episode
 And you want us out because you’re anticipating coitus?,Howard,1.0,1.0,Pilot Episode
 Uh-huh.,Leonard,1.0,1.0,Pilot Episode
" Hang on, there really is a lady here?",Howard,1.0,1.0,Pilot Episode
" No. And she’s not a lady, she’s just a new neighbour.",Leonard,1.0,1.0,Pilot Episode
 Must we?,Leonard,1.0,1.0,Pilot Episode
 I really think we should examine the chain of causality here.,Sheldon,1.0,1.0,Pilot Episode
" Leonard and Sheldon, Inside Leonard’s car",Scene,1.0,1.0,Pilot Episode
 Wow.,Leonard,1.0,1.0,Pilot Episode
 It’s just not the kind of thing you ask a guy you’ve just met.,Penny,1.0,1.0,Pilot Episode
" Oh, I’ll probably say yes.",Leonard,1.0,1.0,Pilot Episode
 It’s okay if you say no.,Penny,1.0,1.0,Pilot Episode
" A favour? Sure, you can ask me a favour, I would do you a favour for you.",Leonard,1.0,1.0,Pilot Episode
" Um, okay. Can I ask you a favour.",Penny,1.0,1.0,Pilot Episode
 The hair products are Sheldon’s.,Leonard,1.0,1.0,Pilot Episode
" Hey, Leonard?",Penny,1.0,1.0,Pilot Episode
" You’re welcome, oh, you’re going to step right, okay, I’ll….",Leonard,1.0,1.0,Pilot Episode
 Okay. Thanks. ,Penny,1.0,1.0,Pilot Episode
" Uh, there it goes, it sticks, I’m sorry.",Leonard,1.0,1.0,Pilot Episode
 In the bathroom.,Scene,1.0,1.0,Pilot Episode
 See-ka-tong-guay-jow.,Howard,1.0,1.0,Pilot Episode
 Back at the apartment.,Scene,1.0,1.0,Pilot Episode
" Leonard, the two of us can’t even carry a TV. ",Sheldon,1.0,1.0,Pilot Episode
" No, Sheldon, there’s not going to be a scene. There’s two of us and one of him.",Leonard,1.0,1.0,Pilot Episode
 So we get to have a scene with him?,Sheldon,1.0,1.0,Pilot Episode
 To mend her broken heart. This situation is much less complicated. There’s some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him.,Leonard,1.0,1.0,Pilot Episode
" You did not break up with Joyce Kim, she defected to North Korea.",Sheldon,1.0,1.0,Pilot Episode
" Wuh, I, I broke up with Joyce Kim.",Leonard,1.0,1.0,Pilot Episode
 No I don’t. And neither do you.,Sheldon,1.0,1.0,Pilot Episode
" Come on, you know how it is with break-ups.",Leonard,1.0,1.0,Pilot Episode
" Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why can’t she get her own TV.",Sheldon,1.0,1.0,Pilot Episode
 That’s a biological impossibility and you didn’t have to come.,Leonard,1.0,1.0,Pilot Episode
 You think with your penis.,Sheldon,1.0,1.0,Pilot Episode
 Which is?,Leonard,1.0,1.0,Pilot Episode
" Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause.",Sheldon,1.0,1.0,Pilot Episode
" She asked me to do her a favour, Sheldon.",Leonard,1.0,1.0,Pilot Episode
" Event A. A beautiful woman stands naked in our shower. Event B. We drive half way across town to retrieve a television set from the aforementioned woman’s ex-boyfriend. Query, on what plane of existence is there even a semi-rational link between these events?",Sheldon,1.0,1.0,Pilot Episode
" Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang.",Leonard,1.0,1.0,Pilot Episode
" Leonard, the TV is in the building, we’ve been denied access to the building, ergo we are done.",Sheldon,1.0,1.0,Pilot Episode
 We’re not going to give up just like that.,Leonard,1.0,1.0,Pilot Episode
" Okay, thanks for your time.",Sheldon,1.0,1.0,Pilot Episode
 Get lost.,Voice,1.0,1.0,Pilot Episode
" What did I just…. Uh, we’re here to pick up Penny’s TV.",Leonard,1.0,1.0,Pilot Episode
 Hello.,Sheldon,1.0,1.0,Pilot Episode
" Hi, I’m Leonard, this is Sheldon.",Leonard,1.0,1.0,Pilot Episode
 Yeah.,buzzer,1.0,1.0,Pilot Episode
 I’ll do the talking.,buzzer),1.0,1.0,Pilot Episode
 Outside Penny’s old apartment building.,Scene,1.0,1.0,Pilot Episode
 He’s kind of a nerd. Juice box?,Howard,1.0,1.0,Pilot Episode
" Really, why?",Penny,1.0,1.0,Pilot Episode
" Oh, he speaks English, he just can’t speak to women.",Howard,1.0,1.0,Pilot Episode
" Uh, I’m sorry, do you speak English?",Penny,1.0,1.0,Pilot Episode
" So, you guys work with Leonard and Sheldon at the University?",Raj),1.0,1.0,Pilot Episode
 Leonard.,Sheldon,1.0,1.0,Pilot Episode
 Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Scene,1.0,1.0,Pilot Episode
 Tell him about our IQ.,Sheldon,1.0,1.0,Pilot Episode
 Oh. We’re scientists.,Leonard,1.0,1.0,Pilot Episode
 How the hell did you get in the building?,Man,1.0,1.0,Pilot Episode
 From the intercom.,Sheldon,1.0,1.0,Pilot Episode
" I’m Leonard, this is Sheldon.",Leonard,1.0,1.0,Pilot Episode
 Yeah?,man,1.0,1.0,Pilot Episode
" Good thinking, I’ll just be the muscle.",Sheldon,1.0,1.0,Pilot Episode
 This is it. (Knocks.) I’ll do the talking.,Leonard,1.0,1.0,Pilot Episode
 Outside Penny’s ex-boyfriend’s apartment.,Scene,1.0,1.0,Pilot Episode
 Just grab the door.,Leonard,1.0,1.0,Pilot Episode
 What do you think their combined IQ is?,Sheldon,1.0,1.0,Pilot Episode
" Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building.",Leonard,1.0,1.0,Pilot Episode
 It’s just a privilege to watch your mind at work.,Sheldon,1.0,1.0,Pilot Episode
 My apologies. What’s your plan.,Sheldon,1.0,1.0,Pilot Episode
" Wow, cool tiger.",Penny,1.0,1.0,Pilot Episode
" This is one of my favourite places to kick back after a quest, they have a great house ale.",Howard,1.0,1.0,Pilot Episode
 Inside Sheldon and Leonard’s apartment.,Scene,1.0,1.0,Pilot Episode
 And you’re certainly not going to win a Nobel Prize.,Sheldon,1.0,1.0,Pilot Episode
" Thank you Sheldon, you’re a good friend.",Leonard,1.0,1.0,Pilot Episode
" Don’t think like that, you’re not going to die alone.",Sheldon,1.0,1.0,Pilot Episode
" Anyway, I’ve learned my lesson. She’s out of my league, I’m done with her, I’ve got my work, one day I’ll win the Nobel Prize and then I’ll die alone.",Leonard,1.0,1.0,Pilot Episode
 Well you got me out of my pants.,Sheldon,1.0,1.0,Pilot Episode
" And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex.",Leonard,1.0,1.0,Pilot Episode
" It’s okay. It wasn’t my first pantsing, and it won’t be my last.",Sheldon,1.0,1.0,Pilot Episode
" Sheldon, I’m so sorry I dragged you through this.",Leonard,1.0,1.0,Pilot Episode
 On the stairs of Sheldon and Leonard’s building.,Scene,1.0,1.0,Pilot Episode
 You’re going to have to call her.,Sheldon,1.0,1.0,Pilot Episode
 I’m sorry.,Leonard,1.0,1.0,Pilot Episode
 My mom bought me those pants.,Sheldon,1.0,1.0,Pilot Episode
 What?,Leonard,1.0,1.0,Pilot Episode
 Not to mention imaginary.,Sheldon,1.0,1.0,Pilot Episode
 Our babies will be smart and beautiful.,Leonard,1.0,1.0,Pilot Episode
" Thank you. You’re not done with her, are you?",Sheldon,1.0,1.0,Pilot Episode
 Really? Great.,Leonard,1.0,1.0,Pilot Episode
" Really, thank you so much for going and trying you’re, uh, you’re so terrific. Why don’t you put some clothes on, I’ll get my purse and dinner is on me, okay?",Penny,1.0,1.0,Pilot Episode
 That was a valid hypothesis? What is happening to you?,Sheldon,1.0,1.0,Pilot Episode
" No, it was a valid hypothesis.",Leonard,1.0,1.0,Pilot Episode
" I’m so sorry, I really thought if you guys went instead of me he wouldn’t be such an ass.",Penny,1.0,1.0,Pilot Episode
" Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory.",Leonard,1.0,1.0,Pilot Episode
" Oh, my God, what happened?",Penny,1.0,1.0,Pilot Episode
 We’re home.,Leonard,1.0,1.0,Pilot Episode
 Smooth.,Raj,1.0,1.0,Pilot Episode
" Oh, I don’t think I’ll be able to stop thinking about it.",Penny,1.0,1.0,Pilot Episode
 So you’ll think about it?,Howard,1.0,1.0,Pilot Episode
" Uh, sounds interesting.",Penny,1.0,1.0,Pilot Episode
" Yeah, I’ve had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest.",Howard,1.0,1.0,Pilot Episode
 Hi.,Sheldon,1.0,1.0,Pilot Episode
 Hi.,Leonard,1.0,1.0,Pilot Episode
 Hi.,Sheldon,1.0,1.0,Pilot Episode
" I don’t know what your odds are in the world as a whole, but as far as the population of this car goes, you’re a veritable Mack Daddy.",Sheldon,1.0,1.0,Pilot Episode
" Baby, baby don’t get hooked on me. Uh, baby, baby don’t get hooked on me.",(sings),1.0,1.0,Pilot Episode
 That sounds like fun.,Penny,1.0,1.0,Pilot Episode
 Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke.,Howard,1.0,1.0,Pilot Episode
 Any ideas Raj? (He just looks at her with a worried expression.),Penny,1.0,1.0,Pilot Episode
 They would be gastronomically redundant. I can see we’re going to have to spell out everything for this girl.,Sheldon,1.0,1.0,Pilot Episode
 So?,Penny,1.0,1.0,Pilot Episode
 They’re both curry based cuisines.,Sheldon,1.0,1.0,Pilot Episode
 So?,Penny,1.0,1.0,Pilot Episode
" We can’t have Thai food, we had Indian for lunch.",Sheldon,1.0,1.0,Pilot Episode
 Sure.,Penny,1.0,1.0,Pilot Episode
 Is Thai food okay with you Penny?,Leonard,1.0,1.0,Pilot Episode
 All five in Leonard’s car.,Scene,1.0,1.0,Pilot Episode
 Bye-bye,Sheldon,1.0,1.0,Pilot Episode
 Okay.,Leonard,1.0,1.0,Pilot Episode
 Let’s try just walking out.,Sheldon,1.0,1.0,Pilot Episode
" Oh, great.",Leonard,1.0,1.0,Pilot Episode
" Thankyou, maybe we can have coffee sometime.",Penny,1.0,1.0,Pilot Episode
" Hi. Well, uh, oh, welcome to the building.",Leonard,1.0,1.0,Pilot Episode
 Hi. ,Penny,1.0,1.0,Pilot Episode
 Hi.,Sheldon,1.0,1.0,Pilot Episode
 Hi.,Leonard,1.0,1.0,Pilot Episode
 Hi.,Penny,1.0,1.0,Pilot Episode
" Leonard, Sheldon.",Leonard,1.0,1.0,Pilot Episode
" Oh, okay, well, guess I’m your new neighbour, Penny.",Penny,1.0,1.0,Pilot Episode
" Oh… uh… no… we don’t live together… um… we live together but in separate, heterosexual bedrooms.",Leonard,1.0,1.0,Pilot Episode
" Oh, that’s nice.",Penny,1.0,1.0,Pilot Episode
" We don’t mean to interrupt, we live across the hall.",Leonard,1.0,1.0,Pilot Episode
 Hi?,Penny,1.0,1.0,Pilot Episode
 Can I help you?,Receptionist,1.0,1.0,Pilot Episode
" One across is Aegean, eight down is Nabakov, twenty-six across is MCM, fourteen down is… move your finger… phylum, which makes fourteen across Port-au-Prince. See, Papa Doc’s capital idea, that’s Port-au-Prince. Haiti. ",Leonard,1.0,1.0,Pilot Episode
 Hang on. ,Receptionist,1.0,1.0,Pilot Episode
 Evidently.,Sheldon,1.0,1.0,Pilot Episode
 New neighbour?,Leonard,1.0,1.0,Pilot Episode
" No, that was the result of my work with lasers.",Sheldon,1.0,1.0,Pilot Episode
 Is that why they sent you to boarding school?,Leonard,1.0,1.0,Pilot Episode
" No, it’s true, I did a series of experiments when I was twelve, my father broke his clavicle.",Sheldon,1.0,1.0,Pilot Episode
 I don’t care. Two millimetres? That doesn’t seem right.,Leonard,1.0,1.0,Pilot Episode
" If the height of a single step is off by as little as two millimetres, most people will trip.",Sheldon,1.0,1.0,Pilot Episode
 Not really.,Leonard,1.0,1.0,Pilot Episode
 You want to hear an interesting thing about stairs?,Sheldon,1.0,1.0,Pilot Episode
 No.,Leonard,1.0,1.0,Pilot Episode
 Are you still mad about the sperm bank?,Sheldon,1.0,1.0,Pilot Episode
 The stairs of the apartment building.,Scene,1.0,1.0,Pilot Episode
 See you.,Leonard,1.0,1.0,Pilot Episode
 Sheldon and Leonard’s apartment.,Scene,1.0,1.0,Pilot Episode
" Well, today we tried masturbating for money.",Sheldon,1.0,1.0,Pilot Episode
" So, what do you guys do for fun around here?",Penny,1.0,1.0,Pilot Episode
 Great.,Leonard,1.0,1.0,Pilot Episode
" Oh, that’s so nice, I’d love to.",Penny,1.0,1.0,Pilot Episode
" Uh, yes.",Leonard,1.0,1.0,Pilot Episode
" Oh, you’re inviting me over to eat?",Penny,1.0,1.0,Pilot Episode
" Leonard, I’m not expert here but I believe in the context of a luncheon invitation, you might want to skip the reference to bowel movements.",Sheldon,1.0,1.0,Pilot Episode
" Anyway, um. We brought home Indian food. And, um. I know that moving can be stressful, and I find that when I’m undergoing stress, that good food and company can have a comforting effect. Also, curry is a natural laxative, and I don’t have to tell you that, uh, a clean colon is just one less thing to worry about.",Leonard,1.0,1.0,Pilot Episode
 Hi. ,Penny,1.0,1.0,Pilot Episode
 Hi.,Leonard,1.0,1.0,Pilot Episode
 Hi.,Sheldon,1.0,1.0,Pilot Episode
 Hi.,Penny,1.0,1.0,Pilot Episode
 Hi. Again.,Leonard,1.0,1.0,Pilot Episode
 To what end?,Sheldon,1.0,1.0,Pilot Episode
" Well it’s not difficult, you just listen to what she says and then you say something appropriate in response.",Leonard,1.0,1.0,Pilot Episode
" Leonard, I don’t think I can do this.",Sheldon,1.0,1.0,Pilot Episode
" What, are you kidding? You’re a semi-pro. ",Leonard,1.0,1.0,Pilot Episode
" No. We are committing genetic fraud. There’s no guarantee that our sperm is going to generate high IQ offspring, think about that. I have a sister with the same basic DNA mix who hostesses at Fuddruckers.",Sheldon,1.0,1.0,Pilot Episode
" Sheldon, this was your idea. A little extra money to get fractional T1 bandwidth in the apartment.",Leonard,1.0,1.0,Pilot Episode
" I know, and I do yearn for faster downloads, but there’s some poor woman is going to pin her hopes on my sperm, what if she winds up with a toddler who doesn’t know if he should use an integral or a differential to solve the area under a curve.",Sheldon,1.0,1.0,Pilot Episode
 I’m sure she’ll still love him.,Leonard,1.0,1.0,Pilot Episode
 I wouldn’t.,Sheldon,1.0,1.0,Pilot Episode
" Well, what do you want to do?",Leonard,1.0,1.0,Pilot Episode
 I want to leave.,Sheldon,1.0,1.0,Pilot Episode
 Okay.,Leonard,1.0,1.0,Pilot Episode
 What’s the protocol for leaving?,Sheldon,1.0,1.0,Pilot Episode
" I don’t know, I’ve never reneged on a proffer of sperm before.",Leonard,1.0,1.0,Pilot Episode
 A corridor at a sperm bank.,Scene,1.0,1.0,Pilot Episode
" I have 26 hundred comic books in there, I challenge you to find a single reference to Kryptonian skin cells.",Leonard,1.0,2.0,The Big Bran Hypothesis
 I’m just going to go wash up.,Penny,1.0,2.0,The Big Bran Hypothesis
" Uh, a combination of the moon’s solar reflection and the energy storage capacity of Kryptonian skin cells.",Sheldon,1.0,2.0,The Big Bran Hypothesis
