dialogue,person_scene,series,episode,episode_name_only
 Yeah. We waited a few months. We can wait a few more days.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 Maybe you can.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Go.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Boy, you cannot catch a break, can you?",Raj,3.0,1.0,The Electric Can Opener Fluctuation
 Sheldon’s mother’s kitchen. ,Scene,3.0,1.0,The Electric Can Opener Fluctuation
" Here you go, Shelly.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Thanks, Mom.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Hold your horses, young man. Here in Texas, we pray before we eat.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Aw, Mom.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" This is not California, land of the heathen. Gimme. By His hand we are all…",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Fed.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Give us, Lord, our daily…",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Bread.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Please know that we are truly…,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Grateful.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 For every cup and every…,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Plateful.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Amen. Now, that wasn’t so hard, was it?",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 My objection was based on considerations other than difficulty.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Whatever. Jesus still loves you.,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Thank you for carving a smiley face in my grilled cheese sandwich.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, I know how to take care of my baby. His eyes came out a little thin, but you can just pretend he’s Chinese. So, do you want to talk about what happened with you and your little friends?",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 They’re not my friends.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" All right. If you recall, when you were little, we sat right here at this very spot and we talked about some of the problems you had getting along with the neighbour kids.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 That was different. They were threatened by my intelligence and too stupid to know that’s why they hated me.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Oh baby, they knew very well why they hated you.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 A rental car.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
 I can’t believe you bought a red cowboy hat.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Hello? I’m wearing a red turtleneck. Plus, it was the only boys’ large they had.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" I’m sorry, this does not look like Texas. Where’s the tumbleweeds? Where’s the saloons?",Raj,3.0,1.0,The Electric Can Opener Fluctuation
 Saloons?,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Yeah, like in the movies I saw growing up in India. You know, uh, Four for Texas, Yellow Rose of Texas.",Raj,3.0,1.0,The Electric Can Opener Fluctuation
 This neighbourhood is more Texas Chainsaw Massacre.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
 I was really hoping to see a cattle drive.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
 What can I tell you? They probably have steaks on sale at that big-ass Costco over there.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Sheldon’s mother’s house.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
 Will you please take that stupid hat off?,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" No, I want to blend in.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
 To what? Toy Story?,Raj,3.0,1.0,The Electric Can Opener Fluctuation
" Hi, boys.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Howdy, ma’am.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" Howdy to you, too. You got here quick.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 – We took the red-eye.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Well, come on in.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Thank you kindly.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
 Can I… Can I get you something to drink?,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Uh, no, thank you.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" If y’all don’t mind, I got a hankerin’ for a Lone Star beer.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
 There’s no alcohol in this household. Stop talking like that and lose the hat.,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 Sorry. I’ll take a diet Yoo-Hoo if you have it.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
" You’ll take a Cola.* What about you? Radge, isn’t it? Oh, you still having trouble talking to the ladies? Because, you know, at our church we have a woman who’s an amazing healer. Mostly she does, uh, crutch and wheelchair people, but I bet she’d be willing to take a shot at whatever Third World demon is running around inside of you.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Uh, if you don’t mind, Mrs. Cooper, there’s a 3:05 nonstop back to Los Angeles, and you have no idea how much I want to be on it.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 A girl?,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Uh, yes, ma’am.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, good. I’ve been praying for you. Oh, Sheldon.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 What are they doing here?,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 We came to apologize.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Again.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
" And bring you home. So, why don’t you pack up your stuff and we’ll head back.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" No, this is my home now. Thanks to you, my career is over and I will spend the rest of my life here in Texas trying to teach evolution to creationists.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" You watch your mouth, Shelly. Everyone’s entitled to their opinion.",Cooper,3.0,1.0,The Electric Can Opener Fluctuation
" Evolution isn’t an opinion, it’s fact.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 And that is your opinion.,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 I forgive you. Let’s go home.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Don’t tell me prayer doesn’t work.,Cooper,3.0,1.0,The Electric Can Opener Fluctuation
 In Penny’s bed.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
 How about that? I finally caught a break.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Uh-huh.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 You know how they say when friends have sex it can get weird?,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Sure.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 Why does it have to get weird?,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 I don’t know.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
" I mean, we were friends, and now we’re more than friends. We’re whatever this is. But why label it, right? I mean, it is what it is and…",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Leonard?,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 Yeah?,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 It’s weird.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 Totally.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, thank God we’re home.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 I can’t believe we spent three months in that frozen hell.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
 It was like a snowy nightmare from which there was no awakening.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
" I don’t know what Arctic expedition you guys were on, but I thought it was a hoot and a half.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 The apartment door. Sheldon is on the phone.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, hi mom. No, I told you I’d call you when I got home, I’m not home yet. (Walks through door) Alright, I’m home. The Arctic expedition was a remarkable success, I’m all but certain there’s a Nobel Prize in my future. Actually, I shouldn’t say that. I’m entirely certain. No, mother, I could not feel your church group praying for my safety. The fact that I’m home safe is not proof that it worked, that logic is Post Hoc Ergo Propter Hoc. No, I’m not sassing you in Eskimo talk.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 I’m going to go let Penny know we’re back.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Mother, I have to go. Yeah, love you. Bye. (To his spot) Hello, old friend. (Sits) Daddy’s home.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Penny’s door.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
" Leonard, you’re back.",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Yeah, I just stopped by to say… (she grabs him and kisses him) Yeah, so, hi!",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Of course it was. The whole plan reeks of Leonard.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Penny’s apartment. ,Scene,3.0,1.0,The Electric Can Opener Fluctuation
 I missed you so much.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 It was the only way to make him happy.,Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Why did you have to make him happy?,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 It’s not about that.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
 And we agreed to never speak of it again.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
 So we slept together naked. It was only to keep our core body temperatures from plummeting.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 He’s speaking about it.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
" For me, it was a bonding moment.",Raj,3.0,1.0,The Electric Can Opener Fluctuation
" Sheldon, you remember the first few weeks we were looking for magnetic monopoles and not finding anything and you were acting like an obnoxious, giant dictator?",Howard,3.0,1.0,The Electric Can Opener Fluctuation
 I thought we were going to be gentle with him.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
" That’s why I added the tator. And then when we found our first positive data, you were so happy.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, yes. In the world of emoticons, I was colon, capital D.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Well, in actuality, what your equipment detected wasn’t so much evidence of paradigm-shifting monopoles as it was… static from the electric can opener we were turning on and off.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" He just went colon, capital O.",Raj,3.0,1.0,The Electric Can Opener Fluctuation
 You tampered with my experiment?,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 We had to.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
 It was the only way to keep you from being such a huge Dickensian. You see that? I added the ensian.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
 Did Leonard know about this? Leonard’s my best friend in the world. Surely Leonard didn’t know.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Actually, it was his idea.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" I missed you, too.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 I couldn’t even think of anyone else while you were gone.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Me, neither. Except for one night when the heat went out. Long story, it’s… don’t ask.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" (Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard. (Knock, knock, knock) Leonard.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Do not make a sound.,(whispering),3.0,1.0,The Electric Can Opener Fluctuation
 Whispering do not make a sound is a sound.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Damn his Vulcan hearing. Not a good time, Sheldon.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" (Knock, knock, knock) Penny. (Knock, knock, knock) Penny. (Knock, knock, knock) Penny.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, this is ridiculous. What?",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Hello, Penny. I realize you’re currently at the mercy of your primitive biological urges, but as you have an entire lifetime of poor decisions ahead of you, may I interrupt this one?",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 It’s great to see you too. Come on in.,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 Wolowitz has informed me of your grand deception. Do you have anything to say for yourself?,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Yes, I feel terrible about it. I will never forgive myself, I don’t expect you to either, and I would really appreciate it if you would leave me with Penny for a session of self-criticism and repentance.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Okay, can someone please tell me what’s going on here?",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" What’s going on is I was led to believe I was making groundbreaking strides in science, when in fact, I was being fed false data at the hands of Wolowitz, Koothrappali and your furry little boy toy.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Is that true?,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 That seems like a bit of an overreaction.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" No, the overreaction was the plan to tie your limbs to four different sled dog teams and yell mush. Look, we kept the original data. You can still publish the actual results.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Yes, but the actual results are unsuccessful and I’ve already sent an e-mail to everyone at the university explaining that I have confirmed string theory and forever changed man’s understanding of the universe.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Aw, see, yeah, you probably shouldn’t have done that. So write another e-mail, set the record straight, it’s no big deal.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" You’re right, Leonard, it’s not a big deal. All you did was lie to me destroy my dream and humiliate me in front of the whole university. That, FYI, was sarcasm. I, in fact, believe it is a big deal",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, the poor thing.",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Yeah, I feel terrible.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" Wait, wait. Aren’t you going to go talk to him?",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" What? Uh, he’ll be fine, the guy’s a trouper, come here.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
" No, you’re right, you shouldn’t talk to him. I will.",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Man, I cannot catch a break.",Leonard,3.0,1.0,The Electric Can Opener Fluctuation
 Sheldon’s bedroom. Penny knocks and enters.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
 Hey. Do you want to talk?,Penny,3.0,1.0,The Electric Can Opener Fluctuation
 About what? Being betrayed by my friends? Spending three months at the North Pole for nothing? And I didn’t even get to go to Comic-Con!,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Oh, hon… Uh… (singing)  Soft kitty, warm kitty…",Penny,3.0,1.0,The Electric Can Opener Fluctuation
 That’s for when I’m sick. Sad is not sick.,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Hi! (They stumble, kissing, into her apartment and slam the door shut)",Penny,3.0,1.0,The Electric Can Opener Fluctuation
" Dammit, I should have gone over and told her we were back.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" Yeah, it was first come, first served.",Raj,3.0,1.0,The Electric Can Opener Fluctuation
 A moment later.,Scene,3.0,1.0,The Electric Can Opener Fluctuation
" I just want you both to know, when I publish my findings, I won’t forget your contributions.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Great.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
 Thanks.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
" Of course, I can’t mention you in my Nobel acceptance speech, but when I get round to writing my memoirs you can expect a very effusive footnote, and perhaps a signed copy.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 We have to tell him.,Raj,3.0,1.0,The Electric Can Opener Fluctuation
 Tell me what?,Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 Damn his Vulcan hearing.,Howard,3.0,1.0,The Electric Can Opener Fluctuation
" You fellows are planning a party for me, aren’t you?",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Okay, Sheldon, sit down.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" If there’s going to be a theme, I should let you know that I don’t care for luau, toga or under the sea.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
" Yeah, we’ll keep that in mind, look, we need to talk to you about something that happened at the North Pole.",Howard,3.0,1.0,The Electric Can Opener Fluctuation
" If this is about the night the heat went out, there’s nothing to be embarrassed about.",Sheldon,3.0,1.0,The Electric Can Opener Fluctuation
 So much.,Leonard,3.0,2.0,The Jiminy Conjecture
" You know, I think this is one of those things where talking about it is not going to make it better. Want a glass of wine?",Penny,3.0,2.0,The Jiminy Conjecture
 Okay-dokay.,Leonard,3.0,2.0,The Jiminy Conjecture
 No.,Penny,3.0,2.0,The Jiminy Conjecture
" So, you’ve been through this before?",Leonard,3.0,2.0,The Jiminy Conjecture
" Yeah, it’s a perfectly good word. I mean, you put it in front of dokay and you really got something. All right, look, let’s not overreact, you know? For a lot of couples, it takes time to get to know each other’s rhythms. Learn what the other person wants and likes.",Penny,3.0,2.0,The Jiminy Conjecture
 Okay?,Leonard,3.0,2.0,The Jiminy Conjecture
 It was… okay.,Penny,3.0,2.0,The Jiminy Conjecture
" Yeah, it’s a perfectly good word. You put it in front of wine or dining, and you’ve really got something. Okay, well, let me ask you this, how was last night for you?",Leonard,3.0,2.0,The Jiminy Conjecture
 Fine? You said it was fine?,Penny,3.0,2.0,The Jiminy Conjecture
" Nothing bad, just that last night was fine.",Leonard,3.0,2.0,The Jiminy Conjecture
 What did you tell them?,Penny,3.0,2.0,The Jiminy Conjecture
 Please don’t be mad.,Leonard,3.0,2.0,The Jiminy Conjecture
" Ugh, I am so embarrassed!",Penny,3.0,2.0,The Jiminy Conjecture
" Uh, no, no, no, don’t tell him, let’s see if he can figure it out.",Howard,3.0,2.0,The Jiminy Conjecture
" Yeah, you…",Raj,3.0,2.0,The Jiminy Conjecture
" No, no, not this time. I know insects, my friend, I spent many childhood years capturing them with nets, putting them in glass jars, sticking pins through them, mounting them on corrugated cardboard with Dymo labels underneath, identifying the genus and species. In Latin.",Howard,3.0,2.0,The Jiminy Conjecture
" Howard, don’t embarrass yourself, the science chirps for itself. Humorous word play.",Sheldon,3.0,2.0,The Jiminy Conjecture
" Okay, you were right about Wolverine and bone claws, but you’re wrong about the cricket.",Howard,3.0,2.0,The Jiminy Conjecture
" Under the terms of my roommate agreement with Leonard, I’ve had unilateral control of the thermostat ever since the sweaty night of ’06.",Sheldon,3.0,2.0,The Jiminy Conjecture
 How do you know what the exact temperature of the room is?,Raj,3.0,2.0,The Jiminy Conjecture
" In 1890, Emile Dolbear determined that there was a fixed relationship between the number of chirps per minute of the snowy tree cricket and the ambient temperature. A precise relationship that is not present with ordinary field crickets.",Sheldon,3.0,2.0,The Jiminy Conjecture
" Oh, give me a frickin’ break. How could you possibly know that?",Howard,3.0,2.0,The Jiminy Conjecture
" Hang on. Based on the number of chirps per minute and the ambient temperature in this room, it is a snowy tree cricket.",Sheldon,3.0,2.0,The Jiminy Conjecture
 Sounds like a cricket.,Howard,3.0,2.0,The Jiminy Conjecture
 What’s that?,Raj,3.0,2.0,The Jiminy Conjecture
" Is this it? It was inappropriate to discuss Leonard and Penny’s sex life in front of Leonard and Penny. (Howard indicates that he has got it.) Oh, good! Now I can eat.",Sheldon,3.0,2.0,The Jiminy Conjecture
" Whatever, dude. The point is, Leonard’s got one and you don’t.",Raj,3.0,2.0,The Jiminy Conjecture
